Gm#,Date,Season,Attendance
1819,'17-Jun-21',2021,40362
1820,'18-Jun-21',2021,33456
1821,'19-Jun-21',2021,38765
1822,'20-Jun-21',2021,38004
1823,'21-Jun-21',2021,42220
1824,'22-Jun-21',2021,42667
1825,'23-Jun-21',2021,43691
1826,'25-Jun-21',2021,32583
1827,'26-Jun-21',2021,40557
1828,'27-Jun-21',2021,34905
1829,'5-Jul-21',2021,33168
1830,'6-Jul-21',2021,29977
1831,'7-Jul-21',2021,26353
1832,'8-Jul-21',2021,29434
1833,'9-Jul-21',2021,34953
1834,'10-Jul-21',2021,42351
1835,'11-Jul-21',2021,38235
1836,'27-Jul-21',2021,40162
1837,'28-Jul-21',2021,35351
1838,'29-Jul-21',2021,31884
1839,'30-Jul-21',2021,38686
1840,'31-Jul-21',2021,44144
1841,'1-Aug-21',2021,36247
1842,'6-Aug-21',2021,34038
1843,'7-Aug-21',2021,39134
1844,'8-Aug-21',2021,30989
1845,'9-Aug-21',2021,26841
1846,'10-Aug-21',2021,32060
1847,'11-Aug-21',2021,29753
1848,'20-Aug-21',2021,40927
1849,'21-Aug-21',2021,43383
1850,'22-Aug-21',2021,38548
1851,'24-Aug-21',2021,41676
1852,'25-Aug-21',2021,41765
1853,'26-Aug-21',2021,43383
1854,'3-Sep-21',2021,37033
1855,'4-Sep-21',2021,35338
1856,'5-Sep-21',2021,35007
1857,'7-Sep-21',2021,34405
1858,'8-Sep-21',2021,34537
1859,'21-Sep-21',2021,36439
1860,'22-Sep-21',2021,38189
1861,'23-Sep-21',2021,31049
1862,'24-Sep-21',2021,33265
1863,'25-Sep-21',2021,39026
1864,'26-Sep-21',2021,41294
1865,'1-Apr-21',2021,8174
1866,'2-Apr-21',2021,8392
1867,'3-Apr-21',2021,8651
1868,'5-Apr-21',2021,6436
1869,'6-Apr-21',2021,7980
1870,'7-Apr-21',2021,7429
1871,'16-Apr-21',2021,8967
1872,'17-Apr-21',2021,8960
1873,'18-Apr-21',2021,8959
1874,'19-Apr-21',2021,8999
1875,'20-Apr-21',2021,8998
1876,'30-Apr-21',2021,8632
1877,'1-May-21',2021,8993
1878,'2-May-21',2021,9000
1879,'3-May-21',2021,5776
1880,'4-May-21',2021,6504
1881,'5-May-21',2021,6742
1882,'13-May-21',2021,9880
1883,'14-May-21',2021,10014
1884,'15-May-21',2021,10311
1885,'16-May-21',2021,10287
1886,'17-May-21',2021,7201
1887,'18-May-21',2021,6883
1888,'19-May-21',2021,8462
1889,'27-May-21',2021,9008
1890,'28-May-21',2021,10605
1891,'29-May-21',2021,11071
1892,'30-May-21',2021,11198
1893,'31-May-21',2021,11112
1894,'1-Jun-21',2021,9160
1895,'2-Jun-21',2021,9588
1896,'14-Jun-21',2021,9185
1897,'15-Jun-21',2021,7669
1898,'16-Jun-21',2021,8098
1899,'17-Jun-21',2021,9092
1900,'18-Jun-21',2021,12654
1901,'19-Jun-21',2021,14772
1902,'20-Jun-21',2021,18172
1903,'22-Jun-21',2021,12879
1904,'23-Jun-21',2021,11141
1905,'2-Jul-21',2021,28638
1906,'3-Jul-21',2021,16046
1907,'4-Jul-21',2021,15146
1908,'6-Jul-21',2021,16547
1909,'7-Jul-21',2021,17205
1910,'8-Jul-21',2021,17524
1911,'9-Jul-21',2021,20381
1912,'10-Jul-21',2021,27353
1913,'11-Jul-21',2021,23348
1914,'22-Jul-21',2021,18553
1915,'23-Jul-21',2021,21312
1916,'24-Jul-21',2021,30843
1917,'25-Jul-21',2021,21501
1918,'26-Jul-21',2021,15162
1919,'27-Jul-21',2021,18930
1920,'28-Jul-21',2021,18908
1921,'10-Aug-21',2021,15412
1922,'11-Aug-21',2021,15789
1923,'12-Aug-21',2021,14031
1924,'13-Aug-21',2021,28207
1925,'14-Aug-21',2021,26020
1926,'15-Aug-21',2021,22679
1927,'26-Aug-21',2021,16882
1928,'27-Aug-21',2021,22953
1929,'28-Aug-21',2021,24575
1930,'29-Aug-21',2021,20044
1931,'30-Aug-21',2021,11630
1932,'31-Aug-21',2021,10452
1933,'1-Sep-21',2021,10519
1934,'10-Sep-21',2021,14379
1935,'11-Sep-21',2021,15483
1936,'12-Sep-21',2021,13551
1937,'13-Sep-21',2021,18219
1938,'14-Sep-21',2021,19887
1939,'15-Sep-21',2021,17860
1940,'27-Sep-21',2021,11169
1941,'28-Sep-21',2021,12635
1942,'29-Sep-21',2021,17366
1943,'1-Oct-21',2021,44169
1944,'2-Oct-21',2021,44414
1945,'3-Oct-21',2021,44229
1946,'9-Apr-21',2021,7390
1947,'10-Apr-21',2021,6176
1948,'11-Apr-21',2021,6560
1949,'12-Apr-21',2021,3662
1950,'13-Apr-21',2021,3673
1951,'14-Apr-21',2021,6409
1952,'22-Apr-21',2021,4580
1953,'23-Apr-21',2021,6657
1954,'24-Apr-21',2021,8282
1955,'25-Apr-21',2021,7572
1956,'26-Apr-21',2021,4129
1957,'27-Apr-21',2021,5595
1958,'28-Apr-21',2021,6163
1959,'7-May-21',2021,9219
1960,'8-May-21',2021,9764
1961,'9-May-21',2021,10008
1962,'10-May-21',2021,7450
1963,'11-May-21',2021,7268
1964,'21-May-21',2021,12753
1965,'22-May-21',2021,13660
1966,'23-May-21',2021,13346
1967,'31-May-21',2021,13144
1968,'1-Jun-21',2021,10546
1969,'3-Jun-21',2021,10737
1970,'4-Jun-21',2021,11524
1971,'5-Jun-21',2021,12792
1972,'6-Jun-21',2021,14089
1973,'14-Jun-21',2021,9906
1974,'15-Jun-21',2021,9867
1975,'16-Jun-21',2021,11004
1976,'17-Jun-21',2021,13144
1977,'18-Jun-21',2021,16170
1978,'19-Jun-21',2021,16774
1979,'20-Jun-21',2021,18265
1980,'25-Jun-21',2021,36928
1981,'26-Jun-21',2021,33168
1982,'27-Jun-21',2021,35920
1983,'5-Jul-21',2021,32644
1984,'6-Jul-21',2021,18785
1985,'7-Jul-21',2021,19067
1986,'9-Jul-21',2021,27345
1987,'10-Jul-21',2021,25901
1988,'11-Jul-21',2021,26639
1989,'23-Jul-21',2021,26579
1990,'24-Jul-21',2021,30780
1991,'25-Jul-21',2021,30303
1992,'27-Jul-21',2021,32878
1993,'28-Jul-21',2021,33728
1994,'29-Jul-21',2021,35136
1995,'30-Jul-21',2021,28020
1996,'31-Jul-21',2021,27324
1997,'1-Aug-21',2021,29655
1998,'10-Aug-21',2021,23802
1999,'11-Aug-21',2021,20037
2000,'12-Aug-21',2021,24295
2001,'13-Aug-21',2021,36126
2002,'14-Aug-21',2021,32282
2003,'15-Aug-21',2021,33337
2004,'16-Aug-21',2021,23511
2005,'17-Aug-21',2021,23610
2006,'18-Aug-21',2021,25360
2007,'30-Aug-21',2021,23154
2008,'31-Aug-21',2021,20897
2009,'1-Sep-21',2021,21189
2010,'2-Sep-21',2021,21023
2011,'3-Sep-21',2021,39338
2012,'4-Sep-21',2021,41146
2013,'5-Sep-21',2021,41155
2014,'13-Sep-21',2021,21078
2015,'14-Sep-21',2021,23192
2016,'15-Sep-21',2021,21212
2017,'16-Sep-21',2021,23379
2018,'17-Sep-21',2021,26644
2019,'18-Sep-21',2021,32058
2020,'19-Sep-21',2021,32210
2021,'28-Sep-21',2021,28122
2022,'29-Sep-21',2021,23110
2023,'30-Sep-21',2021,27503
2024,'1-Oct-21',2021,33975
2025,'2-Oct-21',2021,40760
2026,'3-Oct-21',2021,36901
2027,'8-Apr-21',2021,13328
2028,'10-Apr-21',2021,13304
2029,'11-Apr-21',2021,13176
2030,'12-Apr-21',2021,12894
2031,'13-Apr-21',2021,12714
2032,'14-Apr-21',2021,13206
2033,'23-Apr-21',2021,13196
2034,'24-Apr-21',2021,13176
2035,'25-Apr-21',2021,13348
2036,'26-Apr-21',2021,12866
2037,'27-Apr-21',2021,12895
2038,'28-Apr-21',2021,12701
2039,'29-Apr-21',2021,13159
2040,'3-May-21',2021,12686
2041,'5-May-21',2021,0
2042,'5-May-21',2021,13187
2043,'6-May-21',2021,12939
2044,'7-May-21',2021,13435
2045,'8-May-21',2021,13390
2046,'9-May-21',2021,13380
2047,'18-May-21',2021,14005
2048,'19-May-21',2021,14677
2049,'21-May-21',2021,24282
2050,'22-May-21',2021,26027
2051,'23-May-21',2021,24082
2052,'3-Jun-21',2021,15327
2053,'4-Jun-21',2021,22756
2054,'5-Jun-21',2021,23365
2055,'6-Jun-21',2021,21152
2056,'8-Jun-21',2021,16178
2057,'9-Jun-21',2021,16331
2058,'14-Jun-21',2021,24281
2059,'15-Jun-21',2021,24736
2060,'16-Jun-21',2021,24682
2061,'24-Jun-21',2021,33254
2062,'25-Jun-21',2021,34812
2063,'26-Jun-21',2021,33058
2064,'27-Jun-21',2021,25163
2065,'28-Jun-21',2021,27175
2066,'29-Jun-21',2021,28740
2067,'30-Jun-21',2021,27235
2068,'16-Jul-21',2021,33743
2069,'17-Jul-21',2021,40489
2070,'18-Jul-21',2021,29425
2071,'19-Jul-21',2021,38199
2072,'20-Jul-21',2021,35402
2073,'21-Jul-21',2021,37008
2074,'22-Jul-21',2021,41412
2075,'30-Jul-21',2021,34036
2076,'31-Jul-21',2021,33432
2077,'1-Aug-21',2021,28975
2078,'3-Aug-21',2021,31509
2079,'4-Aug-21',2021,32205
2080,'5-Aug-21',2021,30549
2081,'6-Aug-21',2021,29090
2082,'7-Aug-21',2021,36615
2083,'8-Aug-21',2021,31943
2084,'17-Aug-21',2021,28058
2085,'18-Aug-21',2021,25938
2086,'19-Aug-21',2021,27545
2087,'20-Aug-21',2021,28406
2088,'21-Aug-21',2021,30205
2089,'22-Aug-21',2021,34431
2090,'24-Aug-21',2021,28185
2091,'25-Aug-21',2021,24304
2092,'6-Sep-21',2021,43575
2093,'7-Sep-21',2021,34500
2094,'8-Sep-21',2021,35566
2095,'9-Sep-21',2021,31173
2096,'10-Sep-21',2021,29597
2097,'11-Sep-21',2021,33404
2098,'12-Sep-21',2021,32872
2099,'17-Sep-21',2021,30937
2100,'18-Sep-21',2021,40626
2101,'19-Sep-21',2021,35326
2102,'28-Sep-21',2021,35726
2103,'29-Sep-21',2021,35283
2104,'30-Sep-21',2021,29161
2105,'1-Oct-21',2021,41618
2106,'2-Oct-21',2021,45239
2107,'3-Oct-21',2021,46525
2108,'9-Apr-21',2021,9021
2109,'10-Apr-21',2021,6270
2110,'11-Apr-21',2021,6965
2111,'12-Apr-21',2021,3627
2112,'13-Apr-21',2021,4753
2113,'14-Apr-21',2021,3021
2114,'15-Apr-21',2021,4217
2115,'23-Apr-21',2021,5564
2116,'24-Apr-21',2021,6688
2117,'25-Apr-21',2021,6372
2118,'26-Apr-21',2021,2981
2119,'27-Apr-21',2021,2924
2120,'28-Apr-21',2021,3374
2121,'29-Apr-21',2021,3737
2122,'30-Apr-21',2021,6169
2123,'1-May-21',2021,7335
2124,'2-May-21',2021,6933
2125,'11-May-21',2021,5441
2126,'12-May-21',2021,5668
2127,'13-May-21',2021,6229
2128,'14-May-21',2021,7123
2129,'15-May-21',2021,7536
2130,'16-May-21',2021,7355
2131,'25-May-21',2021,4946
2132,'26-May-21',2021,4973
2133,'27-May-21',2021,5519
2134,'29-May-21',2021,7316
2135,'30-May-21',2021,7479
2136,'8-Jun-21',2021,7173
2137,'9-Jun-21',2021,7616
2138,'11-Jun-21',2021,6211
2139,'12-Jun-21',2021,9225
2140,'13-Jun-21',2021,9101
2141,'22-Jun-21',2021,12994
2142,'23-Jun-21',2021,9088
2143,'24-Jun-21',2021,10961
2144,'25-Jun-21',2021,7909
2145,'26-Jun-21',2021,16699
2146,'27-Jun-21',2021,12764
2147,'5-Jul-21',2021,8832
2148,'7-Jul-21',2021,0
2149,'7-Jul-21',2021,10905
2150,'9-Jul-21',2021,8551
2151,'10-Jul-21',2021,9954
2152,'11-Jul-21',2021,11233
2153,'19-Jul-21',2021,9922
2154,'20-Jul-21',2021,10399
2155,'21-Jul-21',2021,8968
2156,'27-Jul-21',2021,12678
2157,'28-Jul-21',2021,11525
2158,'29-Jul-21',2021,14134
2159,'30-Jul-21',2021,11109
2160,'31-Jul-21',2021,20521
2161,'1-Aug-21',2021,17816
2162,'2-Aug-21',2021,5855
2163,'3-Aug-21',2021,10071
2164,'4-Aug-21',2021,9701
2165,'16-Aug-21',2021,5460
2166,'17-Aug-21',2021,4795
2167,'18-Aug-21',2021,6673
2168,'19-Aug-21',2021,5826
2169,'20-Aug-21',2021,13178
2170,'21-Aug-21',2021,22275
2171,'22-Aug-21',2021,16696
2172,'30-Aug-21',2021,6753
2173,'31-Aug-21',2021,6868
2174,'1-Sep-21',2021,7808
2175,'2-Sep-21',2021,7923
2176,'3-Sep-21',2021,8864
2177,'4-Sep-21',2021,13861
2178,'5-Sep-21',2021,14165
2179,'16-Sep-21',2021,10206
2180,'17-Sep-21',2021,16451
2181,'18-Sep-21',2021,22921
2182,'19-Sep-21',2021,17948
2183,'20-Sep-21',2021,10119
2184,'21-Sep-21',2021,9888
2185,'22-Sep-21',2021,10994
2186,'24-Sep-21',2021,15340
2187,'25-Sep-21',2021,23783
2188,'26-Sep-21',2021,20826
2189,'5-Apr-21',2021,38238
2190,'6-Apr-21',2021,18585
2191,'7-Apr-21',2021,16876
2192,'9-Apr-21',2021,27575
2193,'10-Apr-21',2021,35856
2194,'11-Apr-21',2021,26723
2195,'16-Apr-21',2021,22173
2196,'17-Apr-21',2021,29338
2197,'18-Apr-21',2021,24267
2198,'26-Apr-21',2021,17766
2199,'27-Apr-21',2021,16103
2200,'28-Apr-21',2021,17875
2201,'29-Apr-21',2021,23640
2202,'30-Apr-21',2021,28267
2203,'1-May-21',2021,35129
2204,'2-May-21',2021,29190
2205,'7-May-21',2021,26047
2206,'8-May-21',2021,26616
2207,'9-May-21',2021,30632
2208,'17-May-21',2021,28040
2209,'18-May-21',2021,26522
2210,'19-May-21',2021,31689
2211,'20-May-21',2021,27581
2212,'21-May-21',2021,30445
2213,'22-May-21',2021,38055
2214,'23-May-21',2021,36444
2215,'4-Jun-21',2021,30635
2216,'5-Jun-21',2021,27237
2217,'6-Jun-21',2021,26442
2218,'8-Jun-21',2021,24938
2219,'9-Jun-21',2021,25803
2220,'18-Jun-21',2021,30304
2221,'19-Jun-21',2021,34044
2222,'20-Jun-21',2021,34007
2223,'21-Jun-21',2021,20259
2224,'22-Jun-21',2021,19185
2225,'23-Jun-21',2021,21829
2226,'24-Jun-21',2021,20432
2227,'25-Jun-21',2021,30389
2228,'26-Jun-21',2021,31612
2229,'27-Jun-21',2021,29046
2230,'5-Jul-21',2021,34484
2231,'6-Jul-21',2021,24367
2232,'7-Jul-21',2021,33043
2233,'9-Jul-21',2021,29619
2234,'10-Jul-21',2021,30030
2235,'11-Jul-21',2021,30531
2236,'27-Jul-21',2021,27336
2237,'28-Jul-21',2021,26607
2238,'30-Jul-21',2021,27542
2239,'31-Jul-21',2021,33463
2240,'1-Aug-21',2021,23664
2241,'2-Aug-21',2021,20533
2242,'3-Aug-21',2021,19074
2243,'4-Aug-21',2021,27360
2244,'5-Aug-21',2021,21670
2245,'13-Aug-21',2021,26761
2246,'14-Aug-21',2021,31904
2247,'15-Aug-21',2021,24990
2248,'17-Aug-21',2021,15140
2249,'18-Aug-21',2021,19119
2250,'19-Aug-21',2021,16391
2251,'27-Aug-21',2021,29286
2252,'28-Aug-21',2021,37810
2253,'29-Aug-21',2021,31062
2254,'30-Aug-21',2021,14990
2255,'31-Aug-21',2021,18383
2256,'1-Sep-21',2021,14747
2257,'13-Sep-21',2021,18903
2258,'14-Sep-21',2021,19451
2259,'15-Sep-21',2021,20991
2260,'16-Sep-21',2021,19121
2261,'17-Sep-21',2021,28288
2262,'18-Sep-21',2021,31121
2263,'19-Sep-21',2021,24918
2264,'28-Sep-21',2021,20066
2265,'29-Sep-21',2021,23241
2266,'30-Sep-21',2021,19960
2267,'1-Oct-21',2021,22700
2268,'2-Oct-21',2021,27362
2269,'3-Oct-21',2021,28396
2270,'8-Apr-21',2021,1348
2271,'9-Apr-21',2021,1523
2272,'10-Apr-21',2021,1292
2273,'12-Apr-21',2021,1576
2274,'13-Apr-21',2021,1550
2275,'14-Apr-21',2021,1613
2276,'27-Apr-21',2021,1471
2277,'28-Apr-21',2021,1274
2278,'30-Apr-21',2021,1629
2279,'1-May-21',2021,1634
2280,'2-May-21',2021,1554
2281,'14-May-21',2021,1171
2282,'15-May-21',2021,1397
2283,'16-May-21',2021,1107
2284,'18-May-21',2021,1566
2285,'19-May-21',2021,1581
2286,'20-May-21',2021,1562
2287,'21-May-21',2021,1437
2288,'22-May-21',2021,1514
2289,'23-May-21',2021,1496
2290,'24-May-21',2021,1641
2291,'1-Jun-21',2021,5321
2292,'2-Jun-21',2021,5385
2293,'4-Jun-21',2021,5510
2294,'5-Jun-21',2021,5327
2295,'6-Jun-21',2021,5404
2296,'15-Jun-21',2021,7145
2297,'16-Jun-21',2021,7271
2298,'17-Jun-21',2021,7288
2299,'24-Jun-21',2021,6264
2300,'25-Jun-21',2021,7844
2301,'26-Jun-21',2021,5913
2302,'27-Jun-21',2021,6044
2303,'29-Jun-21',2021,6736
2304,'30-Jun-21',2021,6632
2305,'1-Jul-21',2021,5456
2306,'2-Jul-21',2021,10011
2307,'3-Jul-21',2021,9189
2308,'4-Jul-21',2021,7537
2309,'16-Jul-21',2021,10100
2310,'18-Jul-21',2021,0
2311,'18-Jul-21',2021,12335
2312,'19-Jul-21',2021,12811
2313,'21-Jul-21',2021,14607
2314,'30-Jul-21',2021,13446
2315,'31-Jul-21',2021,13953
2316,'1-Aug-21',2021,14427
2317,'2-Aug-21',2021,14653
2318,'3-Aug-21',2021,14270
2319,'4-Aug-21',2021,14410
2320,'5-Aug-21',2021,14289
2321,'6-Aug-21',2021,14719
2322,'7-Aug-21',2021,14768
2323,'7-Aug-21',2021,12659
2324,'8-Aug-21',2021,14766
2325,'20-Aug-21',2021,14649
2326,'21-Aug-21',2021,14887
2327,'22-Aug-21',2021,14865
2328,'23-Aug-21',2021,14640
2329,'24-Aug-21',2021,14553
2330,'25-Aug-21',2021,14276
2331,'26-Aug-21',2021,14958
2332,'30-Aug-21',2021,14406
2333,'31-Aug-21',2021,13963
2334,'1-Sep-21',2021,14262
2335,'3-Sep-21',2021,14843
2336,'4-Sep-21',2021,14947
2337,'5-Sep-21',2021,14988
2338,'13-Sep-21',2021,12119
2339,'14-Sep-21',2021,13103
2340,'15-Sep-21',2021,12153
2341,'17-Sep-21',2021,14798
2342,'18-Sep-21',2021,14722
2343,'19-Sep-21',2021,14601
2344,'28-Sep-21',2021,28769
2345,'29-Sep-21',2021,29601
2346,'30-Sep-21',2021,29659
2347,'1-Oct-21',2021,28855
2348,'2-Oct-21',2021,29916
2349,'3-Oct-21',2021,29942
2350,'6-Apr-21',2021,4801
2351,'7-Apr-21',2021,0
2352,'7-Apr-21',2021,4927
2353,'15-Apr-21',2021,6666
2354,'16-Apr-21',2021,8056
2355,'17-Apr-21',2021,8305
2356,'18-Apr-21',2021,8478
2357,'19-Apr-21',2021,7542
2358,'20-Apr-21',2021,8418
2359,'21-Apr-21',2021,7769
2360,'30-Apr-21',2021,8295
2361,'1-May-21',2021,8510
2362,'2-May-21',2021,8482
2363,'4-May-21',2021,8156
2364,'5-May-21',2021,8400
2365,'6-May-21',2021,8561
2366,'11-May-21',2021,8559
2367,'12-May-21',2021,8610
2368,'13-May-21',2021,8710
2369,'21-May-21',2021,14369
2370,'22-May-21',2021,15440
2371,'23-May-21',2021,14618
2372,'25-May-21',2021,8935
2373,'26-May-21',2021,7343
2374,'27-May-21',2021,9020
2375,'29-May-21',2021,9910
2376,'29-May-21',2021,12529
2377,'30-May-21',2021,15326
2378,'11-Jun-21',2021,18029
2379,'12-Jun-21',2021,16425
2380,'12-Jun-21',2021,24066
2381,'13-Jun-21',2021,21569
2382,'14-Jun-21',2021,14859
2383,'15-Jun-21',2021,16886
2384,'16-Jun-21',2021,16781
2385,'18-Jun-21',2021,26246
2386,'19-Jun-21',2021,14434
2387,'19-Jun-21',2021,22111
2388,'20-Jun-21',2021,30371
2389,'28-Jun-21',2021,19150
2390,'29-Jun-21',2021,17117
2391,'30-Jun-21',2021,15552
2392,'1-Jul-21',2021,21285
2393,'2-Jul-21',2021,27689
2394,'3-Jul-21',2021,42064
2395,'4-Jul-21',2021,37187
2396,'16-Jul-21',2021,29203
2397,'17-Jul-21',2021,33232
2398,'18-Jul-21',2021,27221
2399,'19-Jul-21',2021,15283
2400,'20-Jul-21',2021,17362
2401,'21-Jul-21',2021,21058
2402,'30-Jul-21',2021,33882
2403,'31-Jul-21',2021,31444
2404,'1-Aug-21',2021,25520
2405,'2-Aug-21',2021,16393
2406,'3-Aug-21',2021,17417
2407,'4-Aug-21',2021,18482
2408,'5-Aug-21',2021,22575
2409,'13-Aug-21',2021,24812
2410,'14-Aug-21',2021,27959
2411,'15-Aug-21',2021,27488
2412,'17-Aug-21',2021,20060
2413,'18-Aug-21',2021,18336
2414,'30-Aug-21',2021,17353
2415,'31-Aug-21',2021,16844
2416,'2-Sep-21',2021,12280
2417,'3-Sep-21',2021,26779
2418,'4-Sep-21',2021,13916
2419,'4-Sep-21',2021,22420
2420,'5-Sep-21',2021,22162
2421,'6-Sep-21',2021,17623
2422,'13-Sep-21',2021,19759
2423,'14-Sep-21',2021,17030
2424,'15-Sep-21',2021,16309
2425,'17-Sep-21',2021,21195
2426,'18-Sep-21',2021,29315
2427,'19-Sep-21',2021,26303
2428,'1-Oct-21',2021,32521
2429,'2-Oct-21',2021,41465
2430,'3-Oct-21',2021,33986
2431,'7-Apr-22',2022,35508
2432,'8-Apr-22',2022,17297
2433,'9-Apr-22',2022,19504
2434,'10-Apr-22',2022,19089
2435,'12-Apr-22',2022,17674
2436,'13-Apr-22',2022,12660
2437,'22-Apr-22',2022,20939
2438,'23-Apr-22',2022,25413
2439,'24-Apr-22',2022,23570
2440,'25-Apr-22',2022,17750
2441,'26-Apr-22',2022,18063
2442,'27-Apr-22',2022,15138
2443,'6-May-22',2022,18551
2444,'7-May-22',2022,24133
2445,'8-May-22',2022,19323
2446,'9-May-22',2022,11571
2447,'10-May-22',2022,8855
2448,'11-May-22',2022,9058
2449,'13-May-22',2022,21765
2450,'14-May-22',2022,25169
2451,'15-May-22',2022,23309
2452,'23-May-22',2022,14629
2453,'24-May-22',2022,12616
2454,'26-May-22',2022,17057
2455,'27-May-22',2022,24865
2456,'28-May-22',2022,30819
2457,'29-May-22',2022,30482
2458,'30-May-22',2022,20735
2459,'31-May-22',2022,12686
2460,'1-Jun-22',2022,12370
2461,'13-Jun-22',2022,13735
2462,'14-Jun-22',2022,15081
2463,'15-Jun-22',2022,14917
2464,'17-Jun-22',2022,26351
2465,'18-Jun-22',2022,24338
2466,'19-Jun-22',2022,30690
2467,'24-Jun-22',2022,22064
2468,'25-Jun-22',2022,23129
2469,'26-Jun-22',2022,22529
2470,'28-Jun-22',2022,19904
2471,'29-Jun-22',2022,20109
2472,'4-Jul-22',2022,27752
2473,'5-Jul-22',2022,14467
2474,'6-Jul-22',2022,13445
2475,'7-Jul-22',2022,11727
2476,'8-Jul-22',2022,15524
2477,'9-Jul-22',2022,21819
2478,'10-Jul-22',2022,18126
2479,'22-Jul-22',2022,17819
2480,'23-Jul-22',2022,37802
2481,'24-Jul-22',2022,20278
2482,'25-Jul-22',2022,16100
2483,'26-Jul-22',2022,16989
2484,'27-Jul-22',2022,17043
2485,'5-Aug-22',2022,17720
2486,'6-Aug-22',2022,21146
2487,'7-Aug-22',2022,20644
2488,'8-Aug-22',2022,11275
2489,'9-Aug-22',2022,12901
2490,'10-Aug-22',2022,12714
2491,'11-Aug-22',2022,12725
2492,'19-Aug-22',2022,32183
2493,'20-Aug-22',2022,34248
2494,'21-Aug-22',2022,25064
2495,'29-Aug-22',2022,18594
2496,'30-Aug-22',2022,16873
2497,'31-Aug-22',2022,13690
2498,'1-Sep-22',2022,10495
2499,'2-Sep-22',2022,13488
2500,'3-Sep-22',2022,22138
2501,'4-Sep-22',2022,20274
2502,'12-Sep-22',2022,19393
2503,'13-Sep-22',2022,21143
2504,'14-Sep-22',2022,22971
2505,'15-Sep-22',2022,17121
2506,'16-Sep-22',2022,19945
2507,'17-Sep-22',2022,29796
2508,'18-Sep-22',2022,20480
2509,'23-Sep-22',2022,25949
2510,'24-Sep-22',2022,24504
2511,'25-Sep-22',2022,25389
2512,'7-Apr-22',2022,40545
2513,'8-Apr-22',2022,40234
2514,'9-Apr-22',2022,40310
2515,'10-Apr-22',2022,38233
2516,'11-Apr-22',2022,42263
2517,'12-Apr-22',2022,31462
2518,'13-Apr-22',2022,31959
2519,'22-Apr-22',2022,40402
2520,'23-Apr-22',2022,41931
2521,'24-Apr-22',2022,38440
2522,'26-Apr-22',2022,31990
2523,'27-Apr-22',2022,30362
2524,'28-Apr-22',2022,34183
2525,'6-May-22',2022,36307
2526,'7-May-22',2022,37857
2527,'8-May-22',2022,36551
2528,'10-May-22',2022,38378
2529,'11-May-22',2022,37200
2530,'13-May-22',2022,40635
2531,'14-May-22',2022,40490
2532,'15-May-22',2022,40114
2533,'23-May-22',2022,41762
2534,'24-May-22',2022,32274
2535,'25-May-22',2022,29339
2536,'26-May-22',2022,33188
2537,'27-May-22',2022,40064
2538,'28-May-22',2022,40682
2539,'29-May-22',2022,39669
2540,'7-Jun-22',2022,33981
2541,'8-Jun-22',2022,42075
2542,'9-Jun-22',2022,39336
2543,'10-Jun-22',2022,41404
2544,'11-Jun-22',2022,41219
2545,'12-Jun-22',2022,35446
2546,'20-Jun-22',2022,40589
2547,'21-Jun-22',2022,35384
2548,'22-Jun-22',2022,38478
2549,'23-Jun-22',2022,36870
2550,'24-Jun-22',2022,42105
2551,'25-Jun-22',2022,42161
2552,'26-Jun-22',2022,42217
2553,'4-Jul-22',2022,41975
2554,'5-Jul-22',2022,35656
2555,'6-Jul-22',2022,36718
2556,'7-Jul-22',2022,37756
2557,'8-Jul-22',2022,41725
2558,'9-Jul-22',2022,40632
2559,'10-Jul-22',2022,32053
2560,'11-Jul-22',2022,42925
2561,'12-Jul-22',2022,42217
2562,'13-Jul-22',2022,34879
2563,'22-Jul-22',2022,42867
2564,'23-Jul-22',2022,42827
2565,'24-Jul-22',2022,42663
2566,'29-Jul-22',2022,41536
2567,'30-Jul-22',2022,41682
2568,'31-Jul-22',2022,39005
2569,'2-Aug-22',2022,38932
2570,'3-Aug-22',2022,30380
2571,'15-Aug-22',2022,38380
2572,'16-Aug-22',2022,37449
2573,'17-Aug-22',2022,34308
2574,'18-Aug-22',2022,39378
2575,'19-Aug-22',2022,42837
2576,'20-Aug-22',2022,42893
2577,'21-Aug-22',2022,42531
2578,'30-Aug-22',2022,34237
2579,'31-Aug-22',2022,29554
2580,'1-Sep-22',2022,31203
2581,'2-Sep-22',2022,42161
2582,'3-Sep-22',2022,42405
2583,'4-Sep-22',2022,42360
2584,'16-Sep-22',2022,42578
2585,'17-Sep-22',2022,42542
2586,'18-Sep-22',2022,42015
2587,'19-Sep-22',2022,33443
2588,'20-Sep-22',2022,40224
2589,'21-Sep-22',2022,37240
2590,'30-Sep-22',2022,42402
2591,'1-Oct-22',2022,42561
2592,'2-Oct-22',2022,42713
2593,'11-Apr-22',2022,44461
2594,'12-Apr-22',2022,11814
2595,'13-Apr-22',2022,12704
2596,'15-Apr-22',2022,32197
2597,'16-Apr-22',2022,28179
2598,'17-Apr-22',2022,25938
2599,'29-Apr-22',2022,15685
2600,'30-Apr-22',2022,19927
2601,'1-May-22',2022,19117
2602,'2-May-22',2022,7427
2603,'3-May-22',2022,6678
2604,'4-May-22',2022,7466
2605,'5-May-22',2022,8652
2606,'8-May-22',2022,0
2607,'8-May-22',2022,19893
2608,'9-May-22',2022,9438
2609,'16-May-22',2022,12228
2610,'17-May-22',2022,12635
