Gm#,Date,Season,Attendance
3788,'20-Aug-22',2022,21781
3789,'21-Aug-22',2022,24802
3790,'22-Aug-22',2022,18595
3791,'26-Aug-22',2022,25246
3792,'27-Aug-22',2022,27570
3793,'28-Aug-22',2022,25285
3794,'29-Aug-22',2022,19581
3795,'30-Aug-22',2022,19909
3796,'31-Aug-22',2022,19337
3797,'9-Sep-22',2022,18595
3798,'10-Sep-22',2022,26073
3799,'11-Sep-22',2022,19016
3800,'13-Sep-22',2022,19005
3801,'14-Sep-22',2022,14927
3802,'15-Sep-22',2022,16595
3803,'23-Sep-22',2022,24896
3804,'24-Sep-22',2022,30959
3805,'25-Sep-22',2022,24133
3806,'27-Sep-22',2022,23647
3807,'28-Sep-22',2022,22332
3808,'29-Sep-22',2022,23397
3809,'15-Apr-22',2022,43820
3810,'16-Apr-22',2022,37935
3811,'17-Apr-22',2022,24515
3812,'19-Apr-22',2022,0
3813,'19-Apr-22',2022,27490
3814,'20-Apr-22',2022,30050
3815,'21-Apr-22',2022,28760
3816,'29-Apr-22',2022,32416
3817,'30-Apr-22',2022,40036
3818,'1-May-22',2022,30608
3819,'2-May-22',2022,23413
3820,'3-May-22',2022,0
3821,'3-May-22',2022,27206
3822,'4-May-22',2022,23973
3823,'13-May-22',2022,36629
3824,'14-May-22',2022,37140
3825,'15-May-22',2022,38476
3826,'17-May-22',2022,0
3827,'17-May-22',2022,27457
3828,'18-May-22',2022,32798
3829,'19-May-22',2022,28801
3830,'27-May-22',2022,30175
3831,'28-May-22',2022,37455
3832,'29-May-22',2022,36513
3833,'30-May-22',2022,22007
3834,'31-May-22',2022,25263
3835,'1-Jun-22',2022,25417
3836,'14-Jun-22',2022,28495
3837,'15-Jun-22',2022,25422
3838,'16-Jun-22',2022,25002
3839,'17-Jun-22',2022,36111
3840,'18-Jun-22',2022,40021
3841,'19-Jun-22',2022,41255
3842,'20-Jun-22',2022,34947
3843,'28-Jun-22',2022,36673
3844,'29-Jun-22',2022,29230
3845,'1-Jul-22',2022,35639
3846,'2-Jul-22',2022,26494
3847,'3-Jul-22',2022,25241
3848,'7-Jul-22',2022,30555
3849,'8-Jul-22',2022,25208
3850,'9-Jul-22',2022,43336
3851,'10-Jul-22',2022,34774
3852,'22-Jul-22',2022,36855
3853,'23-Jul-22',2022,39359
3854,'24-Jul-22',2022,35475
3855,'26-Jul-22',2022,42364
3856,'27-Jul-22',2022,43693
3857,'4-Aug-22',2022,38693
3858,'5-Aug-22',2022,40305
3859,'6-Aug-22',2022,37790
3860,'6-Aug-22',2022,37452
3861,'7-Aug-22',2022,37717
3862,'8-Aug-22',2022,28448
3863,'9-Aug-22',2022,30816
3864,'10-Aug-22',2022,36883
3865,'12-Aug-22',2022,38467
3866,'13-Aug-22',2022,43857
3867,'14-Aug-22',2022,40513
3868,'25-Aug-22',2022,37377
3869,'26-Aug-22',2022,32447
3870,'27-Aug-22',2022,42617
3871,'28-Aug-22',2022,36396
3872,'30-Aug-22',2022,40607
3873,'31-Aug-22',2022,41799
3874,'1-Sep-22',2022,36908
3875,'2-Sep-22',2022,33630
3876,'3-Sep-22',2022,33509
3877,'4-Sep-22',2022,31711
3878,'12-Sep-22',2022,28081
3879,'13-Sep-22',2022,26435
3880,'14-Sep-22',2022,28522
3881,'15-Sep-22',2022,25683
3882,'16-Sep-22',2022,28928
3883,'17-Sep-22',2022,40111
3884,'18-Sep-22',2022,36291
3885,'27-Sep-22',2022,29067
3886,'28-Sep-22',2022,28228
3887,'4-Oct-22',2022,0
3888,'4-Oct-22',2022,23649
3889,'5-Oct-22',2022,27298
3890,'8-Apr-22',2022,46097
3891,'9-Apr-22',2022,46882
3892,'10-Apr-22',2022,40108
3893,'11-Apr-22',2022,26211
3894,'12-Apr-22',2022,25068
3895,'13-Apr-22',2022,30109
3896,'14-Apr-22',2022,37255
3897,'22-Apr-22',2022,41062
3898,'23-Apr-22',2022,39180
3899,'24-Apr-22',2022,39050
3900,'26-Apr-22',2022,28596
3901,'27-Apr-22',2022,31122
3902,'28-Apr-22',2022,29268
3903,'8-May-22',2022,0
3904,'8-May-22',2022,40714
3905,'9-May-22',2022,34866
3906,'10-May-22',2022,41522
3907,'11-May-22',2022,42105
3908,'21-May-22',2022,44001
3909,'22-May-22',2022,0
3910,'22-May-22',2022,36167
3911,'23-May-22',2022,32187
3912,'24-May-22',2022,32289
3913,'25-May-22',2022,39154
3914,'31-May-22',2022,31242
3915,'2-Jun-22',2022,30518
3916,'2-Jun-22',2022,33476
3917,'3-Jun-22',2022,42026
3918,'4-Jun-22',2022,38106
3919,'5-Jun-22',2022,38030
3920,'10-Jun-22',2022,43446
3921,'11-Jun-22',2022,38043
3922,'12-Jun-22',2022,39114
3923,'14-Jun-22',2022,35692
3924,'15-Jun-22',2022,35104
3925,'16-Jun-22',2022,39469
3926,'23-Jun-22',2022,44071
3927,'24-Jun-22',2022,47528
3928,'25-Jun-22',2022,45076
3929,'26-Jun-22',2022,44028
3930,'27-Jun-22',2022,33168
3931,'28-Jun-22',2022,38051
3932,'29-Jun-22',2022,39647
3933,'12-Jul-22',2022,40235
3934,'13-Jul-22',2022,36772
3935,'14-Jul-22',2022,41311
3936,'15-Jul-22',2022,47573
3937,'16-Jul-22',2022,47997
3938,'17-Jul-22',2022,47958
3939,'28-Jul-22',2022,43836
3940,'29-Jul-22',2022,42481
3941,'30-Jul-22',2022,44081
3942,'31-Jul-22',2022,45341
3943,'1-Aug-22',2022,36731
3944,'2-Aug-22',2022,38735
3945,'3-Aug-22',2022,42169
3946,'15-Aug-22',2022,42192
3947,'16-Aug-22',2022,41083
3948,'17-Aug-22',2022,42512
3949,'18-Aug-22',2022,41419
3950,'19-Aug-22',2022,46194
3951,'20-Aug-22',2022,45538
3952,'21-Aug-22',2022,46958
3953,'22-Aug-22',2022,48760
3954,'23-Aug-22',2022,49217
3955,'5-Sep-22',2022,38446
3956,'7-Sep-22',2022,0
3957,'7-Sep-22',2022,30157
3958,'8-Sep-22',2022,35551
3959,'9-Sep-22',2022,46160
3960,'10-Sep-22',2022,43088
3961,'11-Sep-22',2022,36402
3962,'20-Sep-22',2022,40157
3963,'21-Sep-22',2022,46175
3964,'22-Sep-22',2022,43123
3965,'23-Sep-22',2022,47346
3966,'24-Sep-22',2022,47611
3967,'25-Sep-22',2022,46707
3968,'30-Sep-22',2022,47583
3969,'1-Oct-22',2022,45428
3970,'2-Oct-22',2022,44332
3971,'18-Apr-22',2022,17503
3972,'19-Apr-22',2022,3748
3973,'20-Apr-22',2022,2703
3974,'21-Apr-22',2022,4429
3975,'22-Apr-22',2022,7012
3976,'23-Apr-22',2022,9120
3977,'24-Apr-22',2022,11083
3978,'29-Apr-22',2022,12910
3979,'30-Apr-22',2022,6707
3980,'1-May-22',2022,14945
3981,'2-May-22',2022,2488
3982,'3-May-22',2022,2815
3983,'4-May-22',2022,4838
3984,'13-May-22',2022,13992
3985,'14-May-22',2022,12719
3986,'14-May-22',2022,7737
3987,'15-May-22',2022,14668
3988,'16-May-22',2022,3138
3989,'17-May-22',2022,3640
3990,'18-May-22',2022,7106
3991,'26-May-22',2022,3203
3992,'27-May-22',2022,5010
3993,'28-May-22',2022,6502
3994,'29-May-22',2022,8342
3995,'30-May-22',2022,8753
3996,'31-May-22',2022,3469
3997,'1-Jun-22',2022,5189
3998,'3-Jun-22',2022,17852
3999,'4-Jun-22',2022,14796
4000,'5-Jun-22',2022,12084
4001,'17-Jun-22',2022,8772
4002,'18-Jun-22',2022,10936
4003,'19-Jun-22',2022,14341
4004,'21-Jun-22',2022,4733
4005,'22-Jun-22',2022,5414
4006,'23-Jun-22',2022,8215
4007,'4-Jul-22',2022,24403
4008,'5-Jul-22',2022,4846
4009,'6-Jul-22',2022,6330
4010,'8-Jul-22',2022,6012
4011,'9-Jul-22',2022,10058
4012,'10-Jul-22',2022,10195
4013,'21-Jul-22',2022,0
4014,'21-Jul-22',2022,7282
4015,'22-Jul-22',2022,6620
4016,'23-Jul-22',2022,10190
4017,'24-Jul-22',2022,9835
4018,'25-Jul-22',2022,4105
4019,'26-Jul-22',2022,5130
4020,'27-Jul-22',2022,9367
4021,'6-Aug-22',2022,40065
4022,'7-Aug-22',2022,31605
4023,'8-Aug-22',2022,5440
4024,'9-Aug-22',2022,9351
4025,'10-Aug-22',2022,8268
4026,'19-Aug-22',2022,16912
4027,'20-Aug-22',2022,9626
4028,'21-Aug-22',2022,9314
4029,'22-Aug-22',2022,2630
4030,'23-Aug-22',2022,4028
4031,'24-Aug-22',2022,3901
4032,'25-Aug-22',2022,10876
4033,'26-Aug-22',2022,16821
4034,'27-Aug-22',2022,36529
4035,'28-Aug-22',2022,29498
4036,'6-Sep-22',2022,6062
4037,'7-Sep-22',2022,5332
4038,'8-Sep-22',2022,4591
4039,'9-Sep-22',2022,11494
4040,'10-Sep-22',2022,11107
4041,'11-Sep-22',2022,11701
4042,'20-Sep-22',2022,4251
4043,'21-Sep-22',2022,4030
4044,'22-Sep-22',2022,4696
4045,'23-Sep-22',2022,18107
4046,'24-Sep-22',2022,16041
4047,'25-Sep-22',2022,13942
4048,'3-Oct-22',2022,6978
4049,'4-Oct-22',2022,8189
4050,'5-Oct-22',2022,11232
4051,'8-Apr-22',2022,44232
4052,'9-Apr-22',2022,41622
4053,'10-Apr-22',2022,33507
4054,'11-Apr-22',2022,22317
4055,'12-Apr-22',2022,26045
4056,'13-Apr-22',2022,31190
4057,'22-Apr-22',2022,29285
4058,'23-Apr-22',2022,30612
4059,'24-Apr-22',2022,26175
4060,'25-Apr-22',2022,20130
4061,'26-Apr-22',2022,22300
4062,'27-Apr-22',2022,20127
4063,'28-Apr-22',2022,20098
4064,'3-May-22',2022,27788
4065,'4-May-22',2022,21315
4066,'5-May-22',2022,24040
4067,'8-May-22',2022,0
4068,'8-May-22',2022,37133
4069,'17-May-22',2022,29200
4070,'18-May-22',2022,27655
4071,'19-May-22',2022,30146
4072,'20-May-22',2022,30025
4073,'21-May-22',2022,32068
4074,'22-May-22',2022,34021
4075,'30-May-22',2022,26650
4076,'31-May-22',2022,20927
4077,'1-Jun-22',2022,22213
4078,'3-Jun-22',2022,28721
4079,'4-Jun-22',2022,36313
4080,'5-Jun-22',2022,34801
4081,'10-Jun-22',2022,37423
4082,'11-Jun-22',2022,30820
4083,'12-Jun-22',2022,41218
4084,'13-Jun-22',2022,22701
4085,'14-Jun-22',2022,28073
4086,'15-Jun-22',2022,24726
4087,'28-Jun-22',2022,27725
4088,'29-Jun-22',2022,25621
4089,'30-Jun-22',2022,30131
4090,'1-Jul-22',2022,36077
4091,'2-Jul-22',2022,27657
4092,'3-Jul-22',2022,44225
4093,'5-Jul-22',2022,20217
4094,'6-Jul-22',2022,22369
4095,'7-Jul-22',2022,22104
4096,'22-Jul-22',2022,27775
4097,'23-Jul-22',2022,38542
4098,'24-Jul-22',2022,29079
4099,'25-Jul-22',2022,25452
4100,'26-Jul-22',2022,27486
4101,'27-Jul-22',2022,29038
4102,'4-Aug-22',2022,35393
4103,'5-Aug-22',2022,22024
4104,'6-Aug-22',2022,27078
4105,'7-Aug-22',2022,28672
4106,'9-Aug-22',2022,22087
4107,'10-Aug-22',2022,23021
4108,'11-Aug-22',2022,25444
4109,'19-Aug-22',2022,43176
4110,'20-Aug-22',2022,36809
4111,'20-Aug-22',2022,39374
4112,'21-Aug-22',2022,35801
4113,'22-Aug-22',2022,19166
4114,'23-Aug-22',2022,20220
4115,'24-Aug-22',2022,24400
4116,'25-Aug-22',2022,21123
4117,'26-Aug-22',2022,30546
4118,'27-Aug-22',2022,37105
4119,'28-Aug-22',2022,30355
4120,'6-Sep-22',2022,17145
4121,'7-Sep-22',2022,17755
4122,'8-Sep-22',2022,19073
4123,'9-Sep-22',2022,22304
4124,'10-Sep-22',2022,37185
4125,'11-Sep-22',2022,23802
4126,'20-Sep-22',2022,21129
4127,'21-Sep-22',2022,29363
4128,'22-Sep-22',2022,21276
4129,'23-Sep-22',2022,28013
4130,'24-Sep-22',2022,36692
4131,'25-Sep-22',2022,32090
4132,'12-Apr-22',2022,34458
4133,'13-Apr-22',2022,9122
4134,'14-Apr-22',2022,9266
4135,'15-Apr-22',2022,13076
4136,'16-Apr-22',2022,8676
4137,'17-Apr-22',2022,8735
4138,'26-Apr-22',2022,8493
4139,'27-Apr-22',2022,8331
4140,'28-Apr-22',2022,8332
4141,'29-Apr-22',2022,9755
4142,'30-Apr-22',2022,20483
4143,'1-May-22',2022,8350
4144,'9-May-22',2022,8527
4145,'10-May-22',2022,11583
4146,'11-May-22',2022,11105
4147,'12-May-22',2022,9470
4148,'13-May-22',2022,12588
4149,'14-May-22',2022,12959
4150,'15-May-22',2022,10559
4151,'20-May-22',2022,14034
4152,'21-May-22',2022,24644
4153,'22-May-22',2022,13510
4154,'23-May-22',2022,8376
4155,'24-May-22',2022,9009
4156,'25-May-22',2022,10014
4157,'3-Jun-22',2022,16444
4158,'4-Jun-22',2022,19149
4159,'5-Jun-22',2022,11796
4160,'7-Jun-22',2022,10214
4161,'8-Jun-22',2022,11723
4162,'17-Jun-22',2022,19075
4163,'18-Jun-22',2022,26041
4164,'19-Jun-22',2022,23905
4165,'20-Jun-22',2022,11312
4166,'21-Jun-22',2022,11254
4167,'22-Jun-22',2022,14083
4168,'23-Jun-22',2022,14529
4169,'30-Jun-22',2022,14134
4170,'1-Jul-22',2022,20409
4171,'2-Jul-22',2022,26505
4172,'3-Jul-22',2022,17578
4173,'5-Jul-22',2022,37733
4174,'6-Jul-22',2022,32414
4175,'22-Jul-22',2022,22316
4176,'23-Jul-22',2022,22560
4177,'24-Jul-22',2022,15188
4178,'28-Jul-22',2022,20701
4179,'29-Jul-22',2022,26946
4180,'30-Jul-22',2022,38781
4181,'31-Jul-22',2022,19322
4182,'2-Aug-22',2022,12401
4183,'3-Aug-22',2022,13084
4184,'4-Aug-22',2022,13485
4185,'16-Aug-22',2022,19387
4186,'17-Aug-22',2022,15231
4187,'18-Aug-22',2022,20991
4188,'19-Aug-22',2022,17706
4189,'20-Aug-22',2022,31761
4190,'21-Aug-22',2022,15046
4191,'22-Aug-22',2022,11231
4192,'23-Aug-22',2022,13367
4193,'24-Aug-22',2022,12060
4194,'2-Sep-22',2022,18057
4195,'3-Sep-22',2022,23568
4196,'4-Sep-22',2022,14903
4197,'6-Sep-22',2022,8817
4198,'7-Sep-22',2022,8717
4199,'7-Sep-22',2022,9824
4200,'9-Sep-22',2022,15718
4201,'10-Sep-22',2022,22042
4202,'11-Sep-22',2022,10398
4203,'22-Sep-22',2022,9166
4204,'23-Sep-22',2022,11987
4205,'24-Sep-22',2022,17273
4206,'25-Sep-22',2022,16192
4207,'26-Sep-22',2022,8766
4208,'27-Sep-22',2022,8723
4209,'28-Sep-22',2022,9127
4210,'3-Oct-22',2022,12702
4211,'4-Oct-22',2022,12842
4212,'5-Oct-22',2022,15319
4213,'14-Apr-22',2022,44844
4214,'15-Apr-22',2022,41993
4215,'16-Apr-22',2022,36924
4216,'17-Apr-22',2022,37694
4217,'18-Apr-22',2022,31121
4218,'19-Apr-22',2022,31313
4219,'20-Apr-22',2022,25359
4220,'22-Apr-22',2022,44482
4221,'23-Apr-22',2022,44444
4222,'24-Apr-22',2022,44930
4223,'5-May-22',2022,31034
4224,'6-May-22',2022,37585
4225,'7-May-22',2022,34709
4226,'8-May-22',2022,37937
4227,'9-May-22',2022,41595
4228,'10-May-22',2022,31047
4229,'11-May-22',2022,29344
4230,'23-May-22',2022,31504
4231,'24-May-22',2022,39834
4232,'25-May-22',2022,27831
4233,'27-May-22',2022,41898
4234,'28-May-22',2022,38189
4235,'29-May-22',2022,44395
4236,'6-Jun-22',2022,34858
4237,'7-Jun-22',2022,31796
4238,'8-Jun-22',2022,40992
4239,'10-Jun-22',2022,35207
4240,'11-Jun-22',2022,31415
4241,'11-Jun-22',2022,30040
4242,'12-Jun-22',2022,41754
4243,'20-Jun-22',2022,35430
4244,'21-Jun-22',2022,31528
4245,'22-Jun-22',2022,31024
4246,'23-Jun-22',2022,40355
4247,'24-Jun-22',2022,38890
4248,'25-Jun-22',2022,37467
4249,'26-Jun-22',2022,41620
4250,'4-Jul-22',2022,37913
4251,'5-Jul-22',2022,29745
4252,'7-Jul-22',2022,42656
4253,'8-Jul-22',2022,42861
4254,'9-Jul-22',2022,41714
4255,'10-Jul-22',2022,38712
4256,'15-Jul-22',2022,41302
4257,'16-Jul-22',2022,42384
4258,'17-Jul-22',2022,36428
4259,'29-Jul-22',2022,43171
4260,'30-Jul-22',2022,39574
4261,'31-Jul-22',2022,37336
4262,'1-Aug-22',2022,29983
4263,'2-Aug-22',2022,23828
4264,'2-Aug-22',2022,30759
4265,'3-Aug-22',2022,44652
4266,'4-Aug-22',2022,30366
4267,'8-Aug-22',2022,40686
4268,'9-Aug-22',2022,38626
4269,'10-Aug-22',2022,32834
4270,'18-Aug-22',2022,41820
4271,'19-Aug-22',2022,39474
4272,'20-Aug-22',2022,42529
4273,'21-Aug-22',2022,37040
4274,'23-Aug-22',2022,38166
4275,'24-Aug-22',2022,30409
4276,'5-Sep-22',2022,37713
4277,'6-Sep-22',2022,31380
4278,'7-Sep-22',2022,36948
4279,'9-Sep-22',2022,43286
4280,'10-Sep-22',2022,43639
4281,'11-Sep-22',2022,41652
4282,'20-Sep-22',2022,39538
4283,'21-Sep-22',2022,38643
4284,'22-Sep-22',2022,33389
4285,'27-Sep-22',2022,32127
4286,'28-Sep-22',2022,32523
4287,'29-Sep-22',2022,35636
4288,'30-Sep-22',2022,37490
4289,'1-Oct-22',2022,38114
4290,'2-Oct-22',2022,41407
4291,'3-Oct-22',2022,31687
4292,'4-Oct-22',2022,32884
4293,'5-Oct-22',2022,32064
4294,'15-Apr-22',2022,45023
4295,'16-Apr-22',2022,38504
4296,'17-Apr-22',2022,26583
4297,'19-Apr-22',2022,11067
4298,'20-Apr-22',2022,9374
4299,'21-Apr-22',2022,12570
4300,'22-Apr-22',2022,24206
4301,'23-Apr-22',2022,28583
4302,'24-Apr-22',2022,28548
4303,'5-May-22',2022,17027
4304,'6-May-22',2022,26154
4305,'7-May-22',2022,31589
4306,'8-May-22',2022,32501
4307,'9-May-22',2022,15881
4308,'10-May-22',2022,16422
4309,'11-May-22',2022,16387
4310,'23-May-22',2022,14415
4311,'24-May-22',2022,14797
4312,'25-May-22',2022,15856
4313,'27-May-22',2022,26017
4314,'28-May-22',2022,24007
4315,'29-May-22',2022,28986
4316,'10-Jun-22',2022,27314
4317,'11-Jun-22',2022,37691
4318,'12-Jun-22',2022,42900
4319,'13-Jun-22',2022,12749
4320,'14-Jun-22',2022,13019
4321,'15-Jun-22',2022,15329
4322,'16-Jun-22',2022,21485
4323,'17-Jun-22',2022,37500
4324,'18-Jun-22',2022,24071
4325,'18-Jun-22',2022,20804
4326,'19-Jun-22',2022,39052
4327,'27-Jun-22',2022,21615
4328,'28-Jun-22',2022,16024
4329,'29-Jun-22',2022,17412
4330,'30-Jun-22',2022,20860
4331,'1-Jul-22',2022,27589
4332,'2-Jul-22',2022,23907
4333,'3-Jul-22',2022,23333
4334,'7-Jul-22',2022,24998
4335,'8-Jul-22',2022,32398
4336,'9-Jul-22',2022,41210
4337,'10-Jul-22',2022,37694
4338,'22-Jul-22',2022,45290
4339,'23-Jul-22',2022,43197
4340,'24-Jul-22',2022,34827
4341,'25-Jul-22',2022,23581
4342,'26-Jul-22',2022,25837
4343,'27-Jul-22',2022,25509
4344,'5-Aug-22',2022,42654
4345,'6-Aug-22',2022,41507
4346,'6-Aug-22',2022,27065
4347,'7-Aug-22',2022,34837
4348,'8-Aug-22',2022,35843
4349,'9-Aug-22',2022,38804
4350,'10-Aug-22',2022,43280
4351,'23-Aug-22',2022,38254
4352,'24-Aug-22',2022,21035
4353,'25-Aug-22',2022,24028
4354,'26-Aug-22',2022,39870
4355,'27-Aug-22',2022,45586
4356,'28-Aug-22',2022,45190
4357,'5-Sep-22',2022,37109
4358,'6-Sep-22',2022,17958
4359,'7-Sep-22',2022,15264
4360,'9-Sep-22',2022,42114
4361,'10-Sep-22',2022,44965
4362,'11-Sep-22',2022,45245
4363,'13-Sep-22',2022,34740
4364,'14-Sep-22',2022,24238
4365,'27-Sep-22',2022,23221
4366,'28-Sep-22',2022,21863
4367,'29-Sep-22',2022,21094
4368,'30-Sep-22',2022,44754
4369,'1-Oct-22',2022,42512
4370,'2-Oct-22',2022,42465
4371,'3-Oct-22',2022,23463
4372,'4-Oct-22',2022,0
4373,'4-Oct-22',2022,24564
4374,'5-Oct-22',2022,22053
4375,'8-Apr-22',2022,40853
4376,'9-Apr-22',2022,38885
4377,'10-Apr-22',2022,37332
4378,'11-Apr-22',2022,23279
4379,'12-Apr-22',2022,25560
4380,'13-Apr-22',2022,27197
4381,'26-Apr-22',2022,32898
4382,'27-Apr-22',2022,32014
4383,'29-Apr-22',2022,38256
4384,'30-Apr-22',2022,33241
4385,'1-May-22',2022,38451
4386,'5-May-22',2022,22562
4387,'6-May-22',2022,28898
4388,'7-May-22',2022,40113
4389,'8-May-22',2022,38193
4390,'9-May-22',2022,20039
4391,'10-May-22',2022,21472
4392,'11-May-22',2022,23341
4393,'20-May-22',2022,31359
4394,'21-May-22',2022,38916
4395,'22-May-22',2022,35363
4396,'23-May-22',2022,25690
4397,'24-May-22',2022,27683
4398,'25-May-22',2022,27432
4399,'7-Jun-22',2022,24785
4400,'8-Jun-22',2022,21535
4401,'9-Jun-22',2022,23780
4402,'10-Jun-22',2022,39701
4403,'11-Jun-22',2022,41236
4404,'12-Jun-22',2022,41197
4405,'13-Jun-22',2022,22185
4406,'14-Jun-22',2022,24386
4407,'15-Jun-22',2022,25527
4408,'24-Jun-22',2022,29178
4409,'25-Jun-22',2022,40115
4410,'26-Jun-22',2022,32285
4411,'28-Jun-22',2022,28004
4412,'29-Jun-22',2022,26576
4413,'1-Jul-22',2022,35266
4414,'2-Jul-22',2022,30804
4415,'3-Jul-22',2022,30155
4416,'11-Jul-22',2022,25325
4417,'12-Jul-22',2022,23353
4418,'13-Jul-22',2022,27055
4419,'14-Jul-22',2022,26994
4420,'15-Jul-22',2022,28244
4421,'16-Jul-22',2022,41279
4422,'17-Jul-22',2022,30584
4423,'28-Jul-22',2022,32259
4424,'29-Jul-22',2022,30376
4425,'30-Jul-22',2022,40971
4426,'31-Jul-22',2022,33622
4427,'1-Aug-22',2022,34865
4428,'2-Aug-22',2022,32798
4429,'3-Aug-22',2022,35400
4430,'4-Aug-22',2022,34640
4431,'12-Aug-22',2022,33328
4432,'13-Aug-22',2022,38049
4433,'14-Aug-22',2022,36471
4434,'15-Aug-22',2022,20694
4435,'16-Aug-22',2022,20897
4436,'17-Aug-22',2022,22649
4437,'18-Aug-22',2022,26197
4438,'29-Aug-22',2022,24815
4439,'30-Aug-22',2022,28267
4440,'31-Aug-22',2022,25298
4441,'2-Sep-22',2022,32840
4442,'3-Sep-22',2022,40010
4443,'4-Sep-22',2022,41189
4444,'12-Sep-22',2022,23790
4445,'13-Sep-22',2022,24872
4446,'14-Sep-22',2022,25093
4447,'16-Sep-22',2022,37487
4448,'17-Sep-22',2022,40171
4449,'18-Sep-22',2022,32137
4450,'27-Sep-22',2022,24218
4451,'28-Sep-22',2022,22663
4452,'29-Sep-22',2022,24112
4453,'30-Sep-22',2022,28478
4454,'1-Oct-22',2022,30630
4455,'2-Oct-22',2022,34824
4456,'7-Apr-22',2022,46256
4457,'9-Apr-22',2022,45025
4458,'10-Apr-22',2022,40027
4459,'12-Apr-22',2022,40398
4460,'25-Apr-22',2022,35455
4461,'26-Apr-22',2022,32215
4462,'27-Apr-22',2022,34822
4463,'28-Apr-22',2022,33464
4464,'29-Apr-22',2022,40753
4465,'30-Apr-22',2022,40144
4466,'1-May-22',2022,45123
4467,'2-May-22',2022,33963
4468,'10-May-22',2022,33649
4469,'11-May-22',2022,34533
4470,'12-May-22',2022,35198
4471,'13-May-22',2022,39612
4472,'14-May-22',2022,44537
4473,'15-May-22',2022,39703
4474,'23-May-22',2022,36033
4475,'24-May-22',2022,33797
4476,'26-May-22',2022,35107
4477,'27-May-22',2022,39077
4478,'28-May-22',2022,45594
4479,'29-May-22',2022,44169
4480,'30-May-22',2022,42140
4481,'31-May-22',2022,33418
4482,'1-Jun-22',2022,34268
4483,'10-Jun-22',2022,45009
4484,'11-Jun-22',2022,43832
4485,'12-Jun-22',2022,43083
4486,'13-Jun-22',2022,37398
4487,'14-Jun-22',2022,31193
4488,'14-Jun-22',2022,33977
4489,'15-Jun-22',2022,38658
4490,'24-Jun-22',2022,46524
4491,'25-Jun-22',2022,45159
4492,'26-Jun-22',2022,44824
4493,'27-Jun-22',2022,34701
4494,'28-Jun-22',2022,32065
4495,'29-Jun-22',2022,35674
4496,'8-Jul-22',2022,41100
4497,'9-Jul-22',2022,41853
4498,'10-Jul-22',2022,36112
4499,'11-Jul-22',2022,34399
4500,'12-Jul-22',2022,37150
4501,'13-Jul-22',2022,39292
4502,'14-Jul-22',2022,40062
4503,'15-Jul-22',2022,41221
4504,'16-Jul-22',2022,41014
4505,'2-Aug-22',2022,44344
4506,'4-Aug-22',2022,41734
4507,'4-Aug-22',2022,44669
4508,'5-Aug-22',2022,46940
4509,'6-Aug-22',2022,48581
4510,'7-Aug-22',2022,46472
4511,'12-Aug-22',2022,45669
4512,'13-Aug-22',2022,45905
4513,'14-Aug-22',2022,44142
4514,'16-Aug-22',2022,39105
4515,'17-Aug-22',2022,38033
4516,'18-Aug-22',2022,36137
4517,'26-Aug-22',2022,46027
4518,'27-Aug-22',2022,46119
4519,'28-Aug-22',2022,42897
4520,'2-Sep-22',2022,44491
4521,'3-Sep-22',2022,47816
4522,'4-Sep-22',2022,46642
4523,'5-Sep-22',2022,45779
4524,'6-Sep-22',2022,37629
4525,'7-Sep-22',2022,34715
4526,'8-Sep-22',2022,40437
4527,'13-Sep-22',2022,42047
4528,'14-Sep-22',2022,46459
4529,'15-Sep-22',2022,44901
4530,'16-Sep-22',2022,47118
4531,'17-Sep-22',2022,46678
4532,'17-Sep-22',2022,48299
4533,'18-Sep-22',2022,47909
4534,'30-Sep-22',2022,47032
4535,'1-Oct-22',2022,46365
4536,'2-Oct-22',2022,46680
4537,'8-Apr-22',2022,25025
4538,'9-Apr-22',2022,15615
4539,'10-Apr-22',2022,14100
4540,'11-Apr-22',2022,9139
4541,'12-Apr-22',2022,7588
4542,'13-Apr-22',2022,8954
4543,'14-Apr-22',2022,8287
4544,'22-Apr-22',2022,16902
4545,'23-Apr-22',2022,19137
4546,'24-Apr-22',2022,20993
4547,'26-Apr-22',2022,9257
4548,'27-Apr-22',2022,7290
4549,'28-Apr-22',2022,6749
4550,'29-Apr-22',2022,9928
4551,'30-Apr-22',2022,18846
4552,'1-May-22',2022,14830
4553,'13-May-22',2022,10169
4554,'14-May-22',2022,15195
4555,'15-May-22',2022,20986
4556,'16-May-22',2022,11532
4557,'17-May-22',2022,8475
4558,'18-May-22',2022,9706
4559,'24-May-22',2022,9006
4560,'25-May-22',2022,7520
4561,'26-May-22',2022,14610
4562,'27-May-22',2022,19018
4563,'28-May-22',2022,25025
4564,'29-May-22',2022,25025
4565,'3-Jun-22',2022,8930
4566,'4-Jun-22',2022,19452
4567,'5-Jun-22',2022,11162
4568,'7-Jun-22',2022,10905
4569,'8-Jun-22',2022,12906
4570,'9-Jun-22',2022,14892
4571,'20-Jun-22',2022,16504
4572,'21-Jun-22',2022,20688
4573,'22-Jun-22',2022,12264
4574,'24-Jun-22',2022,10542
4575,'25-Jun-22',2022,15203
4576,'26-Jun-22',2022,13364
4577,'28-Jun-22',2022,13742
4578,'29-Jun-22',2022,15481
4579,'11-Jul-22',2022,10629
4580,'12-Jul-22',2022,10653
