PlayerId,TeamID,Season,Salary,WAR
15640,19,2021,40000000,4.7
5361,14,2021,27000000,7.8
16252,21,2021,27272727,4.2
13611,14,2021,25000000,7.7
13510,8,2021,14000000,4.6
12533,28,2021,26000000,6.3
5417,11,2021,29000000,5.3
18360,2,2021,15000000,5.1
18401,2,2021,17000000,9.1
12916,18,2021,34100000,5.5
19755,14,2021,30000000,8.9
11493,23,2021,32000000,7.1
18345,11,2021,624300,5
18314,5,2021,14000000,4.9
12161,23,2021,20000000,6
14344,2,2021,21000000,6.5
13624,28,2021,35500000,6.3
9777,26,2021,23429500,7.2
19556,11,2021,609000,3.5
19612,29,2021,825000,4.8
19352,2,2021,4000000,4.9
11739,21,2021,23875000,2.1
12927,18,2021,18500000,4.2
11579,21,2021,27538462,3.5
19197,14,2021,5250000,3.9
14162,17,2021,33333333,1.8
17350,4,2021,19318182,3.4
23697,24,2022,161448,0
17929,3,2021,4100000,1.9
19326,22,2021,7000000,2.1
10155,13,2021,37116666,2.9
19611,29,2021,7900000,3.3
19709,23,2021,1714285,6.8
19470,14,2021,722900,5.3
19287,28,2021,747760,4.6
19950,8,2021,1000000,0
16578,27,2021,1000000,0
20043,6,2021,9500000,4.9
16505,25,2021,12500000,3.9
26288,3,2022,733900,5.4
21479,5,2021,2525000,4.6
15491,24,2021,2050000,3.1
19290,24,2021,716600,2.9
13301,14,2021,13500000,2.6
15362,18,2021,6250000,2.4
11609,26,2021,9625000,3.5
16556,2,2021,7000000,4.1
25931,2,2022,5000000,3.8
17919,5,2021,10850000,3.4
12856,29,2021,29666666,4.1
13613,1,2021,11600000,4.3
21534,24,2021,257628,-0.1
9241,18,2021,20750000,-0.3
19918,29,2021,721700,4.4
18036,23,2021,757200,3.7
13419,1,2021,6500000,3.9
18577,22,2021,10000000,3.2
25764,12,2022,745750,5.8
14161,17,2021,15142857,0.6
24610,8,2022,727300,3.2
18882,27,2021,4000000,0.6
12552,1,2021,1000000,0
19566,28,2021,1000000,0
20503,16,2021,667071,2
18568,23,2021,2125000,2.7
19599,11,2021,570500,2.1
19339,6,2021,1233304,0.3
16930,28,2021,745660,4
11477,16,2021,22000000,2.1
15112,9,2021,9000000,1.8
22581,29,2021,714000,4.3
13621,7,2021,3333316,3
12979,10,2021,22000000,0.8
25878,1,2022,1625000,5.4
20036,5,2021,576900,2.4
20454,19,2021,1000000,0
21454,26,2021,538625,2.5
19363,21,2021,3200000,2.5
21636,11,2022,161448,0
17548,13,2021,2750000,1.4
18564,19,2021,729300,1.8
16478,21,2021,20000000,1
17232,6,2021,1000000,0
13757,14,2021,15000000,1.3
26289,3,2022,723200,4.7
20202,21,2021,734500,3.5
16725,19,2021,2360000,0.7
26294,21,2022,734500,4.2
5827,25,2021,6500000,2.3
14854,25,2021,6100000,1.6
16939,8,2021,2200000,3.2
15464,12,2021,1983318,-0.6
19238,1,2021,5828571,1.9
19734,24,2021,1716672,-0.1
30116,5,2022,18000000,3.2
14813,17,2021,5585000,1.5
21523,7,2021,760000,1.4
12564,4,2021,20000000,0.3
17452,27,2021,251420,1.2
15998,5,2021,12500000,4.4
18839,8,2021,3350000,2.7
19522,7,2021,722500,3.9
11737,21,2021,20000000,1.3
15161,24,2021,3900000,2.2
24770,14,2022,722500,4
18795,3,2021,1000000,0
13675,18,2021,711100,2
17022,21,2021,950000,1.1
16472,16,2021,4800000,1.9
24618,17,2021,741650,2.3
20126,27,2021,703000,1.9
18373,3,2021,738400,1.7
19997,7,2021,723550,2.4
13602,5,2021,763000,0.7
24679,26,2022,630744,2.7
20529,9,2022,510972,3.8
17273,3,2021,2000000,0.7
14712,17,2021,5600000,1.3
9774,17,2021,1000000,0
22244,22,2022,725000,2.6
19953,27,2021,269640,0.2
18126,25,2021,1375000,1.8
19955,14,2021,720000,2.7
7802,14,2021,4250000,0.6
16512,22,2021,6000000,0.6
18042,24,2021,590400,1.1
19452,10,2021,726000,2.6
4949,19,2021,32000000,-0.6
17338,17,2021,1800000,2.5
25976,10,2022,727800,2.4
17128,2,2021,1000000,0
18900,28,2021,733445,2.4
17907,9,2021,2700000,0.2
21897,27,2022,561295,1.6
17901,6,2021,8600000,-0.3
29695,7,2023,538069,3.1
7304,12,2021,20000000,-0.4
26121,18,2022,685161,3
22664,1,2022,722500,2.3
19260,7,2021,740000,1.1
22275,15,2021,456778,1.2
19913,15,2021,401830,0.9
26299,28,2022,721485,2.7
21618,21,2021,748000,1.5
20437,17,2022,727100,2.3
20521,5,2021,1225000,1.2
22799,1,2021,738600,2.3
27534,17,2023,522585,2.8
13185,2,2021,2300000,2.4
29766,20,2023,305809,2.7
16572,22,2021,735000,1.5
20308,11,2021,196288,1.1
21622,1,2021,422971,0.1
27478,25,2023,522585,2.7
17988,7,2021,740000,-0.7
14968,11,2021,2000000,1.5
18819,10,2021,1000000,0
15429,9,2021,28000000,-1.2
25961,10,2022,723700,2.1
10324,2,2021,16000000,3.2
21558,10,2021,727100,1.8
18171,20,2021,730000,-0.4
14274,24,2021,7000000,-0.7
19858,13,2021,2300000,1.7
23003,11,2022,161448,0
22263,26,2022,161448,0
16530,11,2021,1000000,0
19354,24,2021,180762,0
22168,10,2021,682520,0.8
14221,13,2021,2813172,1.1
22715,12,2022,588392,2.1
23312,13,2023,720000,2.1
22514,4,2022,732500,1.7
24617,4,2021,646452,2.5
21614,12,2021,727500,1.1
21538,15,2021,49072,0.2
25768,30,2022,724200,2.3
13499,25,2021,875000,0.6
23565,29,2023,1000000,0
23401,27,2023,1000000,0
13770,4,2021,1200000,0.4
27647,19,2023,720000,1.8
21865,8,2022,414197,2.1
26668,7,2023,452907,1.8
19273,30,2022,704516,1.3
26323,7,2022,720000,1.9
19392,10,2021,734500,0.9
21711,22,2021,720000,0.3
21840,12,2022,615489,1.8
26466,17,2022,352261,1.6
19610,30,2021,1375000,-0.5
24064,9,2022,722000,1.7
15274,5,2021,522585,1.7
25807,22,2023,298067,1.5
19627,20,2021,725000,2.1
23733,28,2022,724170,1.3
27676,12,2022,725500,0.1
19890,3,2021,538069,0.3
21853,7,2022,565166,1.9
24336,21,2023,344519,1.5
21270,9,2022,652176,0.5
18054,24,2021,574300,-0.3
12158,14,2021,3500000,-0.7
12861,13,2021,38571428,0.2
12976,8,2021,3360198,0.9
20505,12,2022,722400,0.8
19806,22,2022,661941,1.1
20321,7,2021,578716,0.8
14111,16,2021,568997,-1
27790,28,2023,89033,1.2
19296,30,2022,648127,0.6
19600,22,2021,199355,0.9
19779,12,2022,429681,1.1
21501,17,2021,323408,0.2
29622,16,2023,1000000,0
13897,29,2022,38710,0
31347,13,2023,654194,1.1
27690,7,2023,1000000,0
27555,16,2022,149994,0.8
23792,1,2022,604809,0.3
19921,16,2023,1000000,0
19956,13,2021,549682,1.8
27815,3,2023,375487,1
23359,12,2022,161448,0
23800,10,2023,158711,1
27475,26,2023,1000000,0
25505,24,2023,1000000,0
21780,20,2022,720000,1.2
29931,30,2023,139356,0.9
22558,2,2021,318968,-0.5
25816,20,2022,720000,0.7
20538,17,2022,520429,-0.7
21693,5,2023,495488,0.7
30011,7,2023,1000000,0
16947,15,2021,259491,0.1
24782,25,2022,261528,0.9
22458,27,2021,704000,-0.5
27684,12,2022,722850,0.4
15038,9,2021,15300000,0.2
23772,4,2023,154840,0.6
22217,23,2021,180762,-0.1
27465,10,2022,723100,1.5
31837,4,2023,15600000,0.6
25332,22,2023,1000000,0
25479,9,2023,619360,0.6
22471,3,2022,73074,0.7
26517,7,2023,166453,0.6
26149,6,2023,236131,0.6
18821,18,2022,161448,0
16442,3,2021,1400000,1.5
19455,16,2023,1000000,0
18363,24,2021,2325000,0.4
25660,8,2022,720100,0.1
10954,28,2021,30000000,1.5
21707,19,2022,678810,-0.9
19859,3,2022,249990,0.1
20311,6,2023,1000000,0
22209,28,2022,247744,0.1
19346,2,2021,84672,-0.1
21716,4,2023,255486,0.4
25805,25,2023,720000,0.4
19896,4,2021,722000,0.2
22563,8,2022,720100,0.5
27630,12,2023,116130,0.3
20468,2,2021,106812,-0.2
21524,22,2021,614146,0.4
27562,19,2023,116130,0.3
23986,27,2023,1000000,0
26031,4,2022,139356,-0.5
25643,30,2023,131614,0.3
19964,23,2022,161448,0
28080,19,2023,116130,0.3
23698,18,2023,116130,0.3
20287,27,2021,498475,0
16149,21,2021,16000000,3.9
17995,25,2021,4600000,4.9
26365,27,2023,1000000,0
17277,21,2021,1000000,0
24729,13,2022,730000,0.3
18067,21,2021,741000,-0.3
15730,23,2021,398904,-0.6
19291,1,2021,5600000,5.2
21318,18,2021,572544,0.6
14107,29,2021,21000000,5.5
19318,13,2021,740000,0.4
22277,20,2022,541940,-0.3
22532,8,2022,592263,0.2
24273,22,2022,294196,0.1
23818,22,2022,161448,0
15873,18,2021,10000000,1.2
26208,25,2023,38710,0.2
19877,22,2023,1000000,0
18525,23,2021,5700000,3.6
25813,11,2023,1000000,0
19960,11,2021,1000000,0
20352,29,2021,46212,-0.4
23796,15,2021,518492,0
26477,29,2023,1000000,0
19358,21,2023,73549,0.1
22505,21,2022,73549,0
25616,25,2023,61936,0.1
15689,24,2021,4644205,2.2
20220,13,2021,360003,0.2
19388,14,2021,3250000,0.3
22266,15,2023,1000000,0
15047,24,2021,298040,-0.1
19608,15,2021,100022,0.1
17897,27,2021,152139,0.5
17034,18,2021,150969,0.2
13431,19,2021,25000000,2.7
10310,21,2021,24500000,5.9
31166,3,2023,65807,0.1
26368,20,2022,584521,0.4
22487,22,2021,735000,1.8
24262,4,2023,131614,0.1
19665,12,2021,750000,0
16953,2,2021,158711,-0.1
28163,27,2023,1000000,0
20391,30,2021,1000000,0
19409,28,2021,742840,2
19312,9,2021,5500000,0.7
18000,8,2021,739500,0.2
21224,17,2021,541940,2.4
20191,4,2021,1250000,0.8
20599,26,2022,161448,0
15474,4,2021,1733334,-0.4
19479,16,2021,1733364,1.6
11674,5,2021,14000000,1.5
19899,19,2021,740475,2
27468,13,2021,740000,2.5
19447,13,2021,2750000,2.3
13346,16,2021,705100,0.7
23550,16,2021,704500,0.9
25385,27,2021,711800,3
15823,27,2021,15484,0
25040,16,2022,116130,0
24589,27,2022,161448,0
21746,26,2023,1000000,0
20492,10,2021,714200,0.1
21690,15,2021,119613,-0.4
19926,7,2021,702500,0.2
21844,15,2021,1000000,0
20539,27,2021,468391,0
33189,13,2023,170324,0
17734,14,2021,1300000,1.2
25007,14,2021,592704,0.7
19959,15,2021,194922,0.2
25867,10,2022,65960,-0.2
19795,5,2021,286416,0
19892,1,2021,120960,-0.7
3237,20,2021,69678,0
3548,4,2021,14333333,-0.1
5615,14,2021,402584,1.1
6107,18,2022,161448,0
7005,11,2021,8750000,2.4
7048,7,2022,720000,1.6
10315,17,2023,750000,0.1
11861,23,2021,900000,1.3
13125,19,2021,36000000,5.4
13133,30,2021,700000,0.1
13435,2,2021,3145142,0.2
13449,25,2021,9000000,0.3
13594,13,2021,611511,-0.2
13652,11,2022,58065,0.1
13767,24,2021,710500,0
13799,21,2021,7500000,2
13801,20,2021,518714,0.2
14212,11,2021,3989011,0.2
14295,23,2021,3350000,-0.4
14332,16,2021,179124,0.1
14710,18,2021,1000000,0
14739,18,2021,1900000,1.5
14825,18,2023,507101,0.2
14857,1,2021,617880,0.3
14874,7,2021,241676,0.6
14932,8,2023,720000,0.4
15009,30,2021,2325000,0.3
15042,19,2021,1250000,0
15094,5,2022,447552,0.1
15256,27,2021,572205,-0.2
15369,18,2022,34614,0.1
15507,12,2021,870000,1.3
15541,25,2021,1675000,0.6
15551,19,2022,850000,0.6
15552,29,2021,4000000,0.3
15761,2,2021,1000000,0
15816,16,2021,714500,2.2
16122,29,2021,710400,1.5
16258,2,2021,3750000,0.8
16300,15,2021,165378,0
16400,2,2021,604159,0.4
16466,14,2021,12364,-0.2
16587,29,2021,484586,0.4
16609,11,2021,407484,0.1
16647,1,2021,135485,0.2
16703,5,2021,737000,0.8
16727,17,2023,615489,0.9
16835,4,2022,569037,0.7
16866,18,2022,120001,0
16990,21,2022,487746,0.1
17130,2,2021,16000000,1
17170,24,2021,300846,0.1
17536,29,2021,187516,-0.3
17606,11,2021,580290,0.6
17610,30,2021,1500000,0
17639,9,2021,722000,1.2
17677,27,2021,947500,3.1
17701,21,2022,161448,0
17722,16,2021,526902,0.4
17759,2,2021,464520,0.5
17793,5,2023,731136,0.1
17796,29,2021,711500,0.5
17871,7,2021,730000,0.9
17888,24,2021,661896,-0.4
17948,24,2021,372106,-0.1
17968,13,2022,742840,-0.2
17998,27,2021,714400,1.2
18138,26,2021,722450,2
18297,9,2021,1200000,0.1
18403,6,2021,750000,0.7
18439,18,2022,108388,0.1
19200,13,2021,1000000,0
19205,6,2023,480004,0
19249,3,2021,1000000,0
19281,11,2023,1000000,0
19330,28,2022,161448,0
19337,27,2021,654194,0
19343,1,2021,705000,0.3
19350,3,2021,731200,1.5
19360,12,2023,522585,0.8
19403,27,2022,642282,-0.2
19407,11,2022,161448,0
19459,17,2021,628556,-0.4
19531,10,2021,726200,1.5
19574,26,2021,536725,-0.4
19588,13,2023,1000000,0
19618,25,2021,937500,0.3
19677,3,2021,3925000,0.9
19769,10,2021,630973,1.1
19804,3,2021,501632,0.4
19853,23,2021,1300000,2.3
19874,10,2022,452907,0.4
19876,1,2021,686394,1.3
19883,10,2021,726000,-0.1
19924,16,2023,1000000,0
19932,8,2021,1350000,0.9
19962,22,2022,529040,-0.6
19976,5,2022,11613,0
19996,2,2021,726125,0
20000,3,2021,519816,0.6
20020,12,2021,750000,0.1
20045,10,2021,177886,0.1
20061,11,2021,543480,-0.2
20116,15,2022,211530,-0.3
20160,5,2021,195615,0
20206,15,2021,223416,0.3
20231,14,2022,50323,-0.1
20271,2,2023,270970,0
20298,24,2021,1000000,0
20348,26,2021,1000000,0
20349,4,2022,723500,-0.1
20353,6,2022,665358,0.3
20373,24,2021,1000000,0
20375,4,2022,170324,0
20423,25,2023,522585,0.7
20491,16,2021,312834,-0.3
20517,8,2021,726000,-0.3
20531,4,2021,726125,2.4
20546,28,2023,321293,0.1
20548,29,2022,19231,0
20666,3,2022,731800,2.8
20778,21,2021,1000000,0
20997,24,2021,46452,0
21029,17,2022,720000,1.1
21032,8,2021,2000000,1.7
21045,1,2021,18402,0
21052,19,2021,149994,0.2
21101,22,2021,608088,1
21132,7,2022,161448,0
21170,20,2022,161448,0
21205,14,2021,285984,-0.1
21212,11,2023,1000000,0
21238,2,2023,42581,0.5
21267,9,2022,722000,1.4
21290,9,2021,674975,0.6
21306,28,2021,46452,0.1
21345,11,2022,280758,-0.3
21367,8,2022,3905,0
21420,19,2022,212905,0.1
21448,6,2022,199992,0.6
21461,17,2022,445165,-0.1
21481,25,2022,147098,0.1
21483,27,2021,711400,3.6
21504,30,2023,584521,0.7
21513,3,2023,1000000,0
21520,20,2023,1000000,0
21527,12,2023,193550,0.5
21537,12,2021,1000000,0
21549,24,2021,278712,-0.2
21574,29,2022,161448,0
21584,25,2023,491617,0.5
21620,19,2021,570507,0.2
21649,20,2023,561295,0.4
21652,16,2021,188454,-0.2
21741,5,2022,589608,0.9
21846,12,2022,295868,-0.2
21850,30,2021,524688,0
21863,15,2023,1000000,0
21894,24,2021,720000,1.5
21992,25,2021,750000,1.9
22092,21,2021,19230,0
22100,13,2023,1000000,0
22116,29,2023,1000000,0
22182,7,2022,1333333,2
22201,30,2022,723300,1.2
22207,16,2022,143227,0.4
22210,23,2022,162582,-0.4
22250,24,2021,438581,2.2
22264,27,2021,701100,0.1
22273,28,2023,23226,-0.1
22288,10,2023,720000,-0.7
22294,26,2022,96150,0
22304,10,2023,42581,0
22361,22,2022,725000,0.9
22387,4,2022,722000,0.8
22461,23,2022,108556,-0.2
22543,27,2023,1000000,0
22717,12,2021,651504,0.2
22810,28,2021,385902,0.1
22815,23,2021,1000000,0
22915,24,2023,69768,-0.1
22932,6,2023,1000000,0
23135,30,2023,1000000,0
23150,20,2023,298067,0.7
23165,12,2023,127743,0.1
23221,14,2022,687468,0.8
23265,24,2023,220647,-0.2
23307,24,2022,205163,-0.3
23313,18,2022,161448,0
23363,30,2023,232260,0.6
23429,20,2022,720000,0.6
23443,23,2023,1000000,0
23455,22,2023,104517,0
23460,1,2022,728000,0
23488,6,2022,611514,0.5
23499,25,2023,197421,0.2
23592,29,2021,303633,-0.3
23809,2,2022,161448,0
23920,4,2022,713804,1.6
24017,30,2023,1000000,0
24094,17,2022,53844,0
24453,1,2023,116130,-0.2
24492,3,2023,495488,1.8
24494,17,2022,161448,0
24581,7,2023,1000000,0
24586,3,2022,728100,3.8
24607,12,2023,50323,0
24614,9,2023,89033,0.2
24681,13,2023,1000000,0
24719,23,2023,1000000,0
24737,6,2023,181937,0.2
24763,26,2023,1000000,0
24930,5,2022,700000,-0.3
24937,25,2021,630973,-0.1
24968,10,2023,468391,1.5
24975,4,2021,3901,0.1
24977,11,2023,1000000,0
24986,3,2023,209034,0
24993,17,2023,131614,0.3
25098,27,2023,1000000,0
25139,8,2023,1000000,0
25174,6,2022,161448,0
25327,16,2023,1000000,0
25348,21,2023,1000000,0
25377,12,2021,2950000,2
25386,23,2023,433552,0.5
25427,5,2022,263228,-0.5
25436,24,2022,161448,0
25463,7,2023,534198,1.8
25481,30,2023,247744,0.2
25550,23,2023,1000000,0
25551,4,2023,1000000,0
25589,6,2023,205163,0.1
25595,15,2022,720100,0.4
25636,8,2022,7692,-0.6
25645,15,2023,193550,-0.3
25679,27,2023,1000000,0
25756,24,2022,161448,0
25880,11,2022,161448,0
25911,3,2022,658065,1.7
25918,26,2022,369216,0.1
25921,7,2023,1000000,0
25942,15,2022,161448,0
25977,4,2023,181937,-0.6
26024,10,2023,352261,0.2
26048,10,2023,73549,0.5
26058,29,2023,1000000,0
26079,10,2022,724400,0.2
26108,26,2022,700000,0.6
26128,30,2023,1000000,0
26213,5,2022,38710,0
26214,4,2023,309680,0.4
26215,30,2023,69678,0
26221,27,2022,598136,0.4
26226,29,2023,143227,0.2
26231,10,2022,654194,0.9
26253,1,2022,625485,0.7
26257,20,2023,42581,-0.2
26260,1,2022,595170,0
26285,1,2022,619360,0.7
26304,23,2022,161448,0
26364,25,2022,161448,0
26378,7,2022,730000,0.1
27451,12,2023,360003,-0.5
27453,15,2023,46452,0
27463,6,2021,733000,-0.1
27470,24,2023,1000000,0
27472,6,2023,232260,0
27473,30,2022,153840,0.1
27474,15,2022,161448,0
27477,1,2023,150969,-0.1
27483,14,2023,507101,2.8
27500,1,2023,139356,0.3
27514,14,2023,1000000,0
27517,16,2022,169224,-0.2
27552,7,2022,722500,1.5
27572,22,2023,414197,0.3
27581,5,2022,457722,-0.4
27582,13,2023,647625,0
27589,8,2023,549682,1.7
27597,28,2023,317422,0.3
27646,22,2022,363874,-0.3
27649,7,2023,96775,0.1
27681,20,2022,720000,-0.2
27685,7,2023,1000000,0
27691,17,2022,298067,0.2
27702,17,2023,189679,-0.3
27758,25,2023,135485,-0.1
27768,15,2023,1000000,0
27775,22,2023,46452,-0.1
27779,2,2022,692903,1.8
27782,1,2023,371616,0.3
27792,14,2023,1000000,0
27914,5,2023,340648,0.2
27942,21,2023,720000,0.1
28036,5,2023,96775,0.1
29608,20,2023,54194,0.4
29628,23,2023,1000000,0
29754,13,2023,495488,0.2
29837,24,2023,1000000,0
29839,14,2023,305809,0.5
29911,7,2023,456778,2.2
29928,2,2023,77420,-0.5
29946,18,2023,344519,0
29960,2,2023,135485,-0.3
30008,9,2023,1000000,0
30074,13,2022,433552,0.2
30094,5,2023,139356,0.3
30122,8,2023,394842,1.1
30134,8,2023,611618,3
30279,24,2023,1000000,0
31461,13,2023,487746,-0.1
31533,13,2023,1000000,0
31757,20,2023,638710,0.7
31776,21,2023,34839,0.1
31838,18,2023,15000000,3.4
18498,10,2021,3125000,1.6
17594,22,2021,2437500,3.3
22842,5,2023,116130,0
18123,29,2023,1000000,0
17780,21,2021,1000000,0
18323,28,2021,733450,0.7
18064,18,2021,340730,0.1
18548,8,2021,730200,1.1
17874,19,2021,3200000,0.9
18864,8,2021,3067,0
20039,23,2021,704500,0.2
12447,12,2021,2925000,0.4
14706,14,2021,326688,0.1
22051,26,2021,220647,0.2
20369,10,2021,729200,0.6
14552,21,2021,1000000,0
17282,14,2021,2050000,-1
19911,13,2021,750000,-0.5
20794,27,2021,1000000,0
26410,29,2021,730000,3.9
20379,18,2021,266829,-0.3
15145,17,2021,570984,0
22192,13,2021,24536,-0.2
20515,1,2021,728900,0.2
30115,23,2022,6000000,0.7
19569,22,2021,745000,2.3
25376,16,2021,437423,0.2
10603,2,2021,17500000,2.1
19879,4,2021,740000,1.2
21446,9,2021,722000,0.9
20302,18,2021,540288,1.1
16162,16,2021,6800000,3.6
23296,6,2023,1000000,0
12304,29,2021,4900000,3.3
14374,14,2021,5100000,0.1
20203,8,2021,727000,0.4
21390,17,2021,730250,2.3
14771,7,2021,1000000,0
17735,27,2021,1875000,0.1
17878,22,2021,1000000,-0.1
20367,14,2021,1225000,1.4
19362,3,2021,660408,0.4
19178,29,2021,208556,-0.2
13361,26,2021,8500000,0.7
16918,19,2021,2000000,0.3
22925,30,2021,259357,0.4
19742,15,2021,466184,1
20185,29,2021,192300,0.2
13761,12,2021,948402,0.1
19274,3,2021,212905,0.4
27498,2,2021,1000000,5.5
12768,26,2021,13300000,5.4
19614,3,2021,1000000,0
19867,2,2021,850000,1.8
26396,28,2022,727095,0
12880,13,2021,13000000,1.1
14078,12,2021,7000000,1.5
24597,28,2023,61936,0
20253,17,2021,733150,1.2
22267,10,2021,743700,3.3
16137,19,2021,1000000,0
15878,20,2021,1525000,0.3
25379,12,2021,518178,-0.3
15068,5,2021,1500000,0.1
16511,1,2021,3387069,1.7
17312,5,2021,740000,4.8
17295,11,2021,637300,1.8
14120,11,2021,1000000,0
14168,29,2021,10714285,0.9
19716,14,2021,1675000,1.2
11836,21,2021,18000000,2.5
22713,12,2021,1000000,0
18333,18,2021,1150000,0.1
13942,7,2021,3000000,1.3
17954,9,2021,750000,0.1
22232,23,2023,1000000,0
11486,25,2021,8000000,3.8
21455,12,2021,2200000,0.5
20070,22,2021,224637,-0.1
23735,11,2021,580100,3
9803,26,2021,16750000,2.8
13164,1,2021,14000000,3
12049,13,2021,14000000,2.7
21646,21,2021,1000000,0
21837,27,2022,173070,-0.2
22274,24,2023,255486,-0.1
20017,5,2022,402896,0
27490,22,2023,178066,-0.1
25493,16,2023,1000000,0
24934,8,2023,592263,-0.3
22054,15,2023,1000000,0
21871,25,2022,161448,0
13074,23,2021,20000000,4.2
20450,16,2022,30768,-0.1
17964,21,2021,162582,0.2
11156,1,2021,8500000,3.2
24580,30,2021,730000,1.6
31490,25,2023,1000000,0
21587,11,2023,1000000,0
18353,3,2021,188454,-0.1
17859,5,2021,744750,1.5
18679,16,2021,2484960,2
25817,6,2023,50323,-0.2
22175,18,2021,507494,0.2
22186,16,2023,1000000,0
23985,27,2023,1000000,0
23691,30,2023,158711,-0.2
17085,17,2021,5450000,4.6
29976,1,2023,92904,-0.2
22542,20,2023,197421,-0.2
19951,2,2021,483724,0.9
19818,22,2021,518714,0.2
27769,5,2023,77420,-0.2
16561,9,2021,1650000,0.9
21078,22,2023,1000000,0
20099,17,2021,2500000,0.1
22286,3,2021,570500,4.1
19931,2,2021,38710,-0.2
27531,4,2023,1000000,0
22411,21,2022,30968,-0.1
26151,15,2022,196146,0.1
20002,23,2022,57690,-0.2
20572,21,2022,332906,0
13774,3,2021,4450000,1.8
26197,6,2021,760000,0.4
15905,18,2021,225748,-0.1
21562,4,2021,723000,-0.3
18684,15,2021,630000,4
14916,28,2021,15000000,1.7
26420,13,2023,116130,-0.3
29715,9,2023,135485,-0.3
19824,6,2022,169224,-0.3
17975,13,2021,1000000,0
27604,22,2023,243873,-0.3
29591,3,2023,1000000,0
16256,9,2021,10500000,1.1
16358,28,2021,7500000,0.4
21497,26,2023,1000000,0
24703,15,2022,438444,-0.1
23690,8,2023,131614,-0.4
27735,25,2023,1000000,0
20178,6,2022,153840,-0.4
26438,24,2023,92904,-0.1
17425,26,2021,2150000,0.3
26467,25,2023,371616,-0.4
22197,12,2022,726500,0.2
18217,23,2023,1000000,0
18400,30,2022,480750,0
19864,30,2021,728800,0.4
10441,11,2023,1000000,0
15488,9,2021,7250000,-0.2
22557,26,2022,161448,0
26319,5,2023,1000000,0
27577,25,2023,456778,-0.6
26123,18,2022,549682,-0.5
22515,25,2022,38460,-0.4
12970,23,2021,8625000,3.4
27845,5,2023,158711,-0.6
17040,1,2022,482856,-0.5
27479,26,2023,1000000,0
19901,6,2021,735000,-1.5
23788,13,2023,1000000,0
22117,12,2022,649226,-0.7
27615,26,2022,107688,-0.2
29617,22,2023,402584,-0.9
22896,6,2022,278712,-0.6
27467,20,2023,263228,-1
22184,18,2022,402584,-0.8
30162,6,2023,1000000,0
19458,11,2022,523056,-0.9
25845,9,2022,138456,-0.2
25543,6,2022,147098,-0.9
20536,15,2021,1000000,0
