Gm#,Date,Season,Attendance,Home,Away,
1,'09-Apr-2021',2021,19385,1,7,
2,'10-Apr-2021',2021,13208,1,7,
3,'11-Apr-2021',2021,10981,1,7,
4,'12-Apr-2021',2021,8768,1,20,
5,'13-Apr-2021',2021,7010,1,20,
6,'27-Apr-2021',2021,10486,1,23,
7,'28-Apr-2021',2021,9495,1,23,
8,'29-Apr-2021',2021,6843,1,9,
9,'30-Apr-2021',2021,13184,1,9,
10,'01-May-2021',2021,15734,1,9,
11,'02-May-2021',2021,11395,1,9,
12,'10-May-2021',2021,6307,1,15,
13,'11-May-2021',2021,5560,1,15,
14,'10-May-2021',2021,5714,1,15,
15,'13-May-2021',2021,5967,1,15,
16,'14-May-2021',2021,11907,1,30,
17,'15-May-2021',2021,13462,1,30,
18,'16-May-2021',2021,11619,1,30,
19,'25-May-2021',2021,10311,1,25,
20,'26-May-2021',2021,8597,1,25,
21,'27-May-2021',2021,8951,1,26,
22,'28-May-2021',2021,11581,1,26,
23,'29-May-2021',2021,17834,1,26,
24,'30-May-2021',2021,16681,1,26,
25,'31-May-2021',2021,11309,1,18,
26,'01-Jun-2021',2021,9590,1,18,
27,'02-Jun-2021',2021,9810,1,18,
28,'11-Jun-2021',2021,18458,1,13,
29,'12-Jun-2021',2021,13863,1,13,
30,'13-Jun-2021',2021,12768,1,13,
31,'18-Jun-2021',2021,25356,1,14,
32,'19-Jun-2021',2021,29904,1,14,
33,'20-Jun-2021',2021,31661,1,14,
34,'21-Jun-2021',2021,9804,1,16,
35,'22-Jun-2021',2021,9358,1,16,
36,'23-Jun-2021',2021,8676,1,16,
37,'01-Jul-2021',2021,9172,1,25,
38,'02-Jul-2021',2021,12262,1,25,
39,'03-Jul-2021',2021,23689,1,25,
40,'04-Jul-2021',2021,27032,1,25,
41,'06-Jul-2021',2021,6847,1,9,
42,'07-Jul-2021',2021,7852,1,9,
43,'08-Jul-2021',2021,7740,1,9,
44,'16-Jul-2021',2021,22046,1,5,
45,'17-Jul-2021',2021,20180,1,5,
46,'18-Jul-2021',2021,21457,1,5,
47,'19-Jul-2021',2021,9173,1,22,
48,'20-Jul-2021',2021,7283,1,22,
49,'21-Jul-2021',2021,7863,1,22,
50,'30-Jul-2021',2021,20780,1,14,
51,'31-Jul-2021',2021,23814,1,14,
52,'01-Aug-2021',2021,17195,1,14,
53,'02-Aug-2021',2021,8904,1,25,
54,'03-Aug-2021',2021,8809,1,25,
55,'04-Aug-2021',2021,8091,1,25,
56,'05-Aug-2021',2021,8773,1,25,
57,'12-Aug-2021',2021,9086,1,23,
58,'13-Aug-2021',2021,12866,1,23,
59,'14-Aug-2021',2021,16716,1,23,
60,'15-Aug-2021',2021,17722,1,23,
61,'17-Aug-2021',2021,7796,1,21,
62,'18-Aug-2021',2021,7968,1,21,
63,'19-Aug-2021',2021,7165,1,21,
64,'30-Aug-2021',2021,8482,1,23,
65,'31-Aug-2021',2021,10818,1,23,
66,'01-Sep-2021',2021,5945,1,23,
67,'03-Sep-2021',2021,12729,1,24,
68,'04-Sep-2021',2021,18819,1,24,
69,'05-Sep-2021',2021,14408,1,24,
70,'07-Sep-2021',2021,8758,1,28,
71,'08-Sep-2021',2021,6354,1,28,
72,'20-Sep-2021',2021,9642,1,2,
73,'21-Sep-2021',2021,8879,1,2,
74,'22-Sep-2021',2021,10631,1,2,
75,'23-Sep-2021',2021,6880,1,2,
76,'24-Sep-2021',2021,19001,1,14,
77,'25-Sep-2021',2021,28026,1,14,
78,'26-Sep-2021',2021,16648,1,14,
79,'01-Oct-2021',2021,15189,1,9,
80,'02-Oct-2021',2021,19418,1,9,
81,'03-Oct-2021',2021,12565,1,9,
82,'09-Apr-2021',2021,14342,2,21,
83,'10-Apr-2021',2021,14394,2,21,
84,'11-Apr-2021',2021,14221,2,21,
85,'12-Apr-2021',2021,11830,2,15,
86,'13-Apr-2021',2021,12036,2,15,
87,'14-Apr-2021',2021,12480,2,15,
88,'15-Apr-2021',2021,11739,2,15,
89,'23-Apr-2021',2021,19258,2,1,
90,'25-Apr-2021',2021,0,2,1,
91,'25-Apr-2021',2021,20693,2,1,
92,'26-Apr-2021',2021,17956,2,5,
93,'27-Apr-2021',2021,17603,2,5,
94,'28-Apr-2021',2021,18709,2,5,
95,'29-Apr-2021',2021,19661,2,5,
96,'07-May-2021',2021,38952,2,21,
97,'08-May-2021',2021,39852,2,21,
98,'09-May-2021',2021,28829,2,21,
99,'11-May-2021',2021,21688,2,29,
100,'12-May-2021',2021,21171,2,29,
101,'13-May-2021',2021,21653,2,29,
102,'17-May-2021',2021,22691,2,18,
103,'18-May-2021',2021,21667,2,18,
104,'19-May-2021',2021,22619,2,18,
105,'20-May-2021',2021,21430,2,22,
106,'21-May-2021',2021,37545,2,22,
107,'22-May-2021',2021,40068,2,22,
108,'23-May-2021',2021,39874,2,22,
109,'31-May-2021',2021,37668,2,30,
110,'01-Jun-2021',2021,24083,2,30,
111,'02-Jun-2021',2021,32752,2,30,
112,'03-Jun-2021',2021,25595,2,30,
113,'04-Jun-2021',2021,40514,2,14,
114,'05-Jun-2021',2021,41136,2,14,
115,'06-Jun-2021',2021,39439,2,14,
116,'15-Jun-2021',2021,36638,2,4,
117,'16-Jun-2021',2021,39847,2,4,
118,'17-Jun-2021',2021,33412,2,26,
119,'18-Jun-2021',2021,40377,2,26,
120,'20-Jun-2021',2021,33781,2,26,
121,'20-Jun-2021',2021,36977,2,26,
122,'29-Jun-2021',2021,29274,2,18,
123,'30-Jun-2021',2021,28405,2,18,
124,'01-Jul-2021',2021,35777,2,18,
125,'02-Jul-2021',2021,38203,2,15,
126,'03-Jul-2021',2021,38526,2,15,
127,'04-Jul-2021',2021,34485,2,15,
128,'16-Jul-2021',2021,40485,2,27,
129,'17-Jul-2021',2021,40868,2,27,
130,'18-Jul-2021',2021,34544,2,27,
131,'20-Jul-2021',2021,36621,2,23,
132,'21-Jul-2021',2021,28621,2,23,
133,'21-Jul-2021',2021,0,2,23,
134,'30-Jul-2021',2021,38680,2,16,
135,'31-Jul-2021',2021,39088,2,16,
136,'01-Aug-2021',2021,33469,2,16,
137,'06-Aug-2021',2021,34454,2,30,
138,'07-Aug-2021',2021,38300,2,30,
139,'08-Aug-2021',2021,29101,2,30,
140,'10-Aug-2021',2021,24432,2,7,
141,'11-Aug-2021',2021,23375,2,7,
142,'12-Aug-2021',2021,23395,2,7,
143,'23-Aug-2021',2021,39176,2,19,
144,'24-Aug-2021',2021,37426,2,19,
145,'27-Aug-2021',2021,35586,2,25,
146,'28-Aug-2021',2021,39558,2,25,
147,'29-Aug-2021',2021,28820,2,25,
148,'07-Sep-2021',2021,20544,2,30,
149,'08-Sep-2021',2021,20074,2,30,
150,'09-Sep-2021',2021,23657,2,30,
151,'10-Sep-2021',2021,33850,2,15,
152,'11-Sep-2021',2021,35250,2,15,
153,'12-Sep-2021',2021,27847,2,15,
154,'14-Sep-2021',2021,22579,2,9,
155,'15-Sep-2021',2021,21382,2,9,
156,'28-Sep-2021',2021,29238,2,21,
157,'29-Sep-2021',2021,27664,2,21,
158,'30-Sep-2021',2021,38235,2,21,
159,'01-Oct-2021',2021,32659,2,18,
160,'02-Oct-2021',2021,37616,2,18,
161,'03-Oct-2021',2021,33203,2,18,
162,'08-Apr-2021',2021,10150,3,4,
163,'10-Apr-2021',2021,9307,3,4,
164,'11-Apr-2021',2021,8171,3,4,
165,'13-Apr-2021',2021,0,3,24,
166,'13-Apr-2021',2021,4147,3,24,
167,'15-Apr-2021',2021,0,3,24,
168,'15-Apr-2021',2021,5060,3,24,
169,'23-Apr-2021',2021,7574,3,20,
170,'24-Apr-2021',2021,7616,3,20,
171,'25-Apr-2021',2021,8107,3,20,
172,'26-Apr-2021',2021,6367,3,19,
173,'27-Apr-2021',2021,6662,3,19,
174,'28-Apr-2021',2021,7338,3,19,
175,'29-Apr-2021',2021,7738,3,19,
176,'07-May-2021',2021,7724,3,4,
177,'08-May-2021',2021,10598,3,4,
178,'09-May-2021',2021,10274,3,4,
179,'10-May-2021',2021,6826,3,4,
180,'14-May-2021',2021,10809,3,19,
181,'15-May-2021',2021,10767,3,19,
182,'16-May-2021',2021,11070,3,19,
183,'18-May-2021',2021,5429,3,27,
184,'19-May-2021',2021,6581,3,27,
185,'20-May-2021',2021,6916,3,27,
186,'31-May-2021',2021,11010,3,17,
187,'01-Jun-2021',2021,5337,3,17,
188,'02-Jun-2021',2021,5945,3,17,
189,'04-Jun-2021',2021,12009,3,8,
190,'05-Jun-2021',2021,9969,3,8,
191,'06-Jun-2021',2021,9423,3,8,
192,'08-Jun-2021',2021,9431,3,18,
193,'09-Jun-2021',2021,9584,3,18,
194,'18-Jun-2021',2021,13284,3,29,
195,'19-Jun-2021',2021,10721,3,29,
196,'20-Jun-2021',2021,14917,3,29,
197,'21-Jun-2021',2021,7414,3,11,
198,'22-Jun-2021',2021,8510,3,11,
199,'23-Jun-2021',2021,10013,3,11,
200,'06-Jul-2021',2021,7388,3,29,
201,'07-Jul-2021',2021,7457,3,29,
202,'09-Jul-2021',2021,12077,3,6,
203,'10-Jul-2021',2021,26391,3,6,
204,'11-Jul-2021',2021,11600,3,6,
205,'23-Jul-2021',2021,17022,3,30,
206,'24-Jul-2021',2021,30898,3,30,
207,'25-Jul-2021',2021,15690,3,30,
208,'27-Jul-2021',2021,10098,3,15,
209,'28-Jul-2021',2021,8363,3,15,
210,'06-Aug-2021',2021,11320,3,27,
211,'07-Aug-2021',2021,18545,3,27,
212,'08-Aug-2021',2021,10576,3,27,
213,'10-Aug-2021',2021,7124,3,10,
214,'11-Aug-2021',2021,8990,3,10,
215,'12-Aug-2021',2021,8382,3,10,
216,'20-Aug-2021',2021,13583,3,2,
217,'21-Aug-2021',2021,15774,3,2,
218,'22-Aug-2021',2021,11180,3,2,
219,'24-Aug-2021',2021,8781,3,13,
220,'25-Aug-2021',2021,15867,3,13,
221,'26-Aug-2021',2021,10211,3,13,
222,'27-Aug-2021',2021,7155,3,27,
223,'28-Aug-2021',2021,11110,3,27,
224,'29-Aug-2021',2021,8353,3,27,
225,'06-Sep-2021',2021,11973,3,12,
226,'07-Sep-2021',2021,4981,3,12,
227,'08-Sep-2021',2021,4965,3,12,
228,'09-Sep-2021',2021,5087,3,12,
229,'10-Sep-2021',2021,11751,3,29,
230,'11-Sep-2021',2021,0,3,29,
231,'11-Sep-2021',2021,10219,3,29,
232,'12-Sep-2021',2021,8474,3,29,
233,'14-Sep-2021',2021,10235,3,19,
234,'15-Sep-2021',2021,10402,3,19,
235,'16-Sep-2021',2021,20164,3,19,
236,'23-Sep-2021',2021,6328,3,28,
237,'24-Sep-2021',2021,7935,3,28,
238,'25-Sep-2021',2021,10645,3,28,
239,'26-Sep-2021',2021,13495,3,28,
240,'28-Sep-2021',2021,8098,3,4,
241,'29-Sep-2021',2021,8732,3,4,
242,'30-Sep-2021',2021,13012,3,4,
243,'02-Apr-2021',2021,4452,4,3,
244,'03-Apr-2021',2021,4571,4,3,
245,'04-Apr-2021',2021,4458,4,3,
246,'05-Apr-2021',2021,4577,4,27,
247,'06-Apr-2021',2021,4682,4,27,
248,'07-Apr-2021',2021,4751,4,27,
249,'17-Apr-2021',2021,4668,4,6,
250,'18-Apr-2021',2021,4679,4,6,
251,'18-Apr-2021',2021,4601,4,6,
252,'19-Apr-2021',2021,4738,4,6,
253,'20-Apr-2021',2021,4728,4,29,
254,'21-Apr-2021',2021,4661,4,29,
255,'22-Apr-2021',2021,4617,4,24,
256,'23-Apr-2021',2021,4646,4,24,
257,'24-Apr-2021',2021,4621,4,24,
258,'25-Apr-2021',2021,4510,4,24,
259,'04-May-2021',2021,4677,4,10,
260,'05-May-2021',2021,4661,4,10,
261,'06-May-2021',2021,4734,4,10,
262,'11-May-2021',2021,9264,4,20,
263,'12-May-2021',2021,9272,4,20,
264,'13-May-2021',2021,9301,4,20,
265,'14-May-2021',2021,9284,4,13,
266,'15-May-2021',2021,9374,4,13,
267,'16-May-2021',2021,9316,4,13,
268,'25-May-2021',2021,9357,4,2,
269,'26-May-2021',2021,9197,4,2,
270,'28-May-2021',2021,9005,4,15,
271,'29-May-2021',2021,25089,4,15,
272,'07-Jun-2021',2021,25374,4,15,
273,'08-Jun-2021',2021,23604,4,11,
274,'09-Jun-2021',2021,21007,4,11,
275,'10-Jun-2021',2021,23378,4,11,
276,'11-Jun-2021',2021,25257,4,29,
277,'12-Jun-2021',2021,24024,4,29,
278,'13-Jun-2021',2021,22595,4,29,
279,'14-Jun-2021',2021,20070,4,29,
280,'25-Jun-2021',2021,36869,4,19,
281,'26-Jun-2021',2021,36857,4,19,
282,'27-Jun-2021',2021,34504,4,19,
283,'28-Jun-2021',2021,22766,4,12,
284,'29-Jun-2021',2021,25180,4,12,
285,'30-Jun-2021',2021,24616,4,12,
286,'01-Jul-2021',2021,27913,4,12,
287,'09-Jul-2021',2021,32641,4,21,
288,'10-Jul-2021',2021,33202,4,21,
289,'11-Jul-2021',2021,32586,4,21,
290,'22-Jul-2021',2021,34761,4,19,
291,'23-Jul-2021',2021,34922,4,19,
292,'24-Jul-2021',2021,35136,4,19,
293,'25-Jul-2021',2021,32009,4,19,
294,'26-Jul-2021',2021,27142,4,29,
295,'28-Jul-2021',2021,27410,4,29,
296,'28-Jul-2021',2021,27783,4,29,
297,'29-Jul-2021',2021,33191,4,29,
298,'10-Aug-2021',2021,28356,4,27,
299,'11-Aug-2021',2021,30286,4,27,
300,'12-Aug-2021',2021,26803,4,27,
301,'13-Aug-2021',2021,28022,4,3,
302,'14-Aug-2021',2021,33118,4,3,
303,'15-Aug-2021',2021,28935,4,3,
304,'20-Aug-2021',2021,30012,4,28,
305,'21-Aug-2021',2021,32495,4,28,
306,'23-Aug-2021',2021,27652,4,28,
307,'24-Aug-2021',2021,27986,4,17,
308,'25-Aug-2021',2021,28923,4,17,
309,'26-Aug-2021',2021,33746,4,17,
310,'03-Sep-2021',2021,31127,4,8,
311,'04-Sep-2021',2021,33081,4,8,
312,'05-Sep-2021',2021,27578,4,8,
313,'06-Sep-2021',2021,26512,4,27,
314,'07-Sep-2021',2021,25065,4,27,
315,'08-Sep-2021',2021,26649,4,27,
316,'17-Sep-2021',2021,29811,4,3,
317,'18-Sep-2021',2021,30027,4,3,
318,'19-Sep-2021',2021,27010,4,3,
319,'21-Sep-2021',2021,32146,4,18,
320,'22-Sep-2021',2021,30254,4,18,
321,'24-Sep-2021',2021,36026,4,19,
322,'25-Sep-2021',2021,36103,4,19,
323,'26-Sep-2021',2021,36312,4,19,
324,'01-Apr-2021',2021,10343,5,22,
325,'03-Apr-2021',2021,10343,5,22,
326,'04-Apr-2021',2021,10343,5,22,
327,'05-Apr-2021',2021,10343,5,16,
328,'06-Apr-2021',2021,10343,5,16,
329,'07-Apr-2021',2021,10343,5,16,
330,'16-Apr-2021',2021,10343,5,2,
331,'17-Apr-2021',2021,10343,5,2,
332,'18-Apr-2021',2021,10343,5,2,
333,'20-Apr-2021',2021,10137,5,18,
334,'21-Apr-2021',2021,10196,5,18,
335,'22-Apr-2021',2021,10343,5,18,
336,'23-Apr-2021',2021,10343,5,16,
337,'24-Apr-2021',2021,10343,5,16,
338,'25-Apr-2021',2021,10343,5,16,
339,'04-May-2021',2021,10295,5,14,
340,'04-May-2021',2021,10343,5,14,
341,'05-May-2021',2021,10343,5,14,
342,'07-May-2021',2021,10343,5,22,
343,'08-May-2021',2021,10343,5,22,
344,'09-May-2021',2021,10343,5,22,
345,'17-May-2021',2021,11144,5,30,
346,'18-May-2021',2021,11142,5,30,
347,'19-May-2021',2021,11145,5,30,
348,'20-May-2021',2021,11143,5,30,
349,'28-May-2021',2021,18478,5,7,
350,'29-May-2021',2021,24275,5,7,
351,'30-May-2021',2021,24824,5,7,
352,'31-May-2021',2021,24824,5,23,
353,'01-Jun-2021',2021,24824,5,23,
354,'02-Jun-2021',2021,22056,5,23,
355,'11-Jun-2021',2021,35112,5,26,
356,'12-Jun-2021',2021,39095,5,26,
357,'13-Jun-2021',2021,35225,5,26,
358,'18-Jun-2021',2021,32505,5,15,
359,'19-Jun-2021',2021,35846,5,15,
360,'20-Jun-2021',2021,37158,5,15,
361,'21-Jun-2021',2021,32934,5,8,
362,'22-Jun-2021',2021,35493,5,8,
363,'05-Jul-2021',2021,37165,5,21,
364,'06-Jul-2021',2021,30095,5,21,
365,'07-Jul-2021',2021,28860,5,21,
366,'08-Jul-2021',2021,30727,5,21,
367,'09-Jul-2021',2021,36192,5,26,
368,'10-Jul-2021',2021,39368,5,26,
369,'23-Jul-2021',2021,34059,5,1,
370,'24-Jul-2021',2021,37190,5,1,
371,'25-Jul-2021',2021,32602,5,1,
372,'26-Jul-2021',2021,29215,5,7,
373,'27-Jul-2021',2021,28153,5,7,
374,'28-Jul-2021',2021,30134,5,7,
375,'29-Jul-2021',2021,32793,5,7,
376,'06-Aug-2021',2021,39539,5,6,
377,'07-Aug-2021',2021,40077,5,6,
378,'08-Aug-2021',2021,39412,5,6,
379,'10-Aug-2021',2021,29031,5,16,
380,'10-Aug-2021',2021,28674,5,16,
381,'11-Aug-2021',2021,29619,5,16,
382,'12-Aug-2021',2021,32502,5,16,
383,'20-Aug-2021',2021,31835,5,12,
384,'21-Aug-2021',2021,34005,5,12,
385,'22-Aug-2021',2021,29640,5,12,
386,'23-Aug-2021',2021,25577,5,9,
387,'25-Aug-2021',2021,24161,5,9,
388,'25-Aug-2021',2021,24936,5,9,
389,'02-Sep-2021',2021,26963,5,22,
390,'03-Sep-2021',2021,24441,5,22,
391,'04-Sep-2021',2021,30020,5,22,
392,'05-Sep-2021',2021,30155,5,22,
393,'06-Sep-2021',2021,27289,5,7,
394,'07-Sep-2021',2021,24925,5,7,
395,'08-Sep-2021',2021,25861,5,7,
396,'10-Sep-2021',2021,29439,5,25,
397,'11-Sep-2021',2021,34723,5,25,
398,'12-Sep-2021',2021,32021,5,25,
399,'21-Sep-2021',2021,25594,5,17,
400,'22-Sep-2021',2021,24402,5,17,
401,'24-Sep-2021',2021,29030,5,26,
402,'24-Sep-2021',2021,35020,5,26,
403,'25-Sep-2021',2021,32918,5,26,
404,'26-Sep-2021',2021,26547,5,26,
405,'08-Apr-2021',2021,8207,6,12,
406,'11-Apr-2021',2021,7695,6,12,
407,'12-Apr-2021',2021,7393,6,8,
408,'13-Apr-2021',2021,7102,6,8,
409,'14-Apr-2021',2021,7148,6,8,
410,'15-Apr-2021',2021,7049,6,8,
411,'23-Apr-2021',2021,8969,6,28,
412,'24-Apr-2021',2021,8556,6,28,
413,'25-Apr-2021',2021,9285,6,28,
414,'27-Apr-2021',2021,9445,6,10,
415,'29-Apr-2021',2021,0,6,10,
416,'29-Apr-2021',2021,7628,6,10,
417,'30-Apr-2021',2021,9405,6,8,
418,'01-May-2021',2021,9451,6,8,
419,'02-May-2021',2021,9471,6,8,
420,'11-May-2021',2021,7962,6,17,
421,'12-May-2021',2021,8393,6,17,
422,'13-May-2021',2021,8188,6,17,
423,'14-May-2021',2021,8574,6,12,
424,'14-May-2021',2021,9823,6,12,
425,'15-May-2021',2021,9886,6,12,
426,'16-May-2021',2021,9928,6,12,
427,'24-May-2021',2021,14629,6,26,
428,'25-May-2021',2021,16380,6,26,
429,'26-May-2021',2021,14791,6,26,
430,'27-May-2021',2021,9671,6,3,
431,'29-May-2021',2021,0,6,3,
432,'29-May-2021',2021,20029,6,3,
433,'30-May-2021',2021,21067,6,3,
434,'03-Jun-2021',2021,12845,6,10,
435,'04-Jun-2021',2021,21637,6,10,
436,'05-Jun-2021',2021,21719,6,10,
437,'06-Jun-2021',2021,20068,6,10,
438,'08-Jun-2021',2021,12761,6,29,
439,'09-Jun-2021',2021,14438,6,29,
440,'10-Jun-2021',2021,16903,6,29,
441,'14-Jun-2021',2021,18024,6,27,
442,'15-Jun-2021',2021,19259,6,27,
443,'16-Jun-2021',2021,20098,6,27,
444,'25-Jun-2021',2021,32189,6,24,
445,'26-Jun-2021',2021,30017,6,24,
446,'27-Jun-2021',2021,30017,6,24,
447,'29-Jun-2021',2021,17382,6,17,
448,'30-Jun-2021',2021,16803,6,17,
449,'01-Jul-2021',2021,24944,6,17,
450,'16-Jul-2021',2021,34516,6,11,
451,'17-Jul-2021',2021,34304,6,11,
452,'18-Jul-2021',2021,34148,6,11,
453,'19-Jul-2021',2021,0,6,17,
454,'19-Jul-2021',2021,18272,6,17,
455,'20-Jul-2021',2021,17703,6,17,
456,'21-Jul-2021',2021,25600,6,17,
457,'30-Jul-2021',2021,36123,6,8,
458,'31-Jul-2021',2021,35866,6,8,
459,'01-Aug-2021',2021,34344,6,8,
460,'03-Aug-2021',2021,19369,6,12,
461,'04-Aug-2021',2021,22793,6,12,
462,'05-Aug-2021',2021,23589,6,12,
463,'12-Aug-2021',2021,7832,6,19,
464,'14-Aug-2021',2021,38477,6,19,
465,'15-Aug-2021',2021,37696,6,19,
466,'16-Aug-2021',2021,19410,6,20,
467,'17-Aug-2021',2021,21025,6,20,
468,'18-Aug-2021',2021,22780,6,20,
469,'19-Aug-2021',2021,23853,6,20,
470,'27-Aug-2021',2021,37892,6,5,
471,'28-Aug-2021',2021,38668,6,5,
472,'29-Aug-2021',2021,38565,6,5,
473,'31-Aug-2021',2021,19221,6,22,
474,'01-Sep-2021',2021,19231,6,22,
475,'10-Sep-2021',2021,34365,6,4,
476,'11-Sep-2021',2021,37854,6,4,
477,'12-Sep-2021',2021,36178,6,4,
478,'14-Sep-2021',2021,21848,6,13,
479,'15-Sep-2021',2021,26505,6,13,
480,'16-Sep-2021',2021,27098,6,13,
481,'28-Sep-2021',2021,25242,6,7,
482,'29-Sep-2021',2021,23018,6,7,
483,'01-Oct-2021',2021,30729,6,10,
484,'02-Oct-2021',2021,36320,6,10,
485,'03-Oct-2021',2021,30722,6,10,
486,'01-Apr-2021',2021,12264,7,26,
487,'03-Apr-2021',2021,12213,7,26,
488,'04-Apr-2021',2021,11629,7,26,
489,'05-Apr-2021',2021,9097,7,22,
490,'06-Apr-2021',2021,11093,7,22,
491,'07-Apr-2021',2021,11463,7,22,
492,'16-Apr-2021',2021,12497,7,8,
493,'17-Apr-2021',2021,12598,7,8,
494,'18-Apr-2021',2021,12551,7,8,
495,'20-Apr-2021',2021,8085,7,1,
496,'21-Apr-2021',2021,8025,7,1,
497,'22-Apr-2021',2021,7549,7,1,
498,'30-Apr-2021',2021,16090,7,5,
499,'01-May-2021',2021,17077,7,5,
500,'02-May-2021',2021,16755,7,5,
501,'04-May-2021',2021,10209,7,6,
502,'05-May-2021',2021,10247,7,6,
503,'17-May-2021',2021,11004,7,25,
504,'18-May-2021',2021,8745,7,25,
505,'19-May-2021',2021,10326,7,25,
506,'20-May-2021',2021,11656,7,25,
507,'21-May-2021',2021,17234,7,16,
508,'22-May-2021',2021,17611,7,16,
509,'23-May-2021',2021,16171,7,16,
510,'31-May-2021',2021,17878,7,21,
511,'01-Jun-2021',2021,10788,7,21,
512,'08-Jun-2021',2021,11897,7,16,
513,'09-Jun-2021',2021,11862,7,16,
514,'10-Jun-2021',2021,12423,7,16,
515,'11-Jun-2021',2021,20505,7,9,
516,'12-Jun-2021',2021,23765,7,9,
517,'13-Jun-2021',2021,18268,7,9,
518,'24-Jun-2021',2021,23941,7,2,
519,'25-Jun-2021',2021,30231,7,2,
520,'26-Jun-2021',2021,34671,7,2,
521,'27-Jun-2021',2021,21696,7,2,
522,'28-Jun-2021',2021,21006,7,21,
523,'29-Jun-2021',2021,16332,7,23,
524,'30-Jun-2021',2021,12084,7,23,
525,'01-Jul-2021',2021,16620,7,23,
526,'02-Jul-2021',2021,40854,7,5,
527,'03-Jul-2021',2021,36815,7,5,
528,'04-Jul-2021',2021,29340,7,5,
529,'16-Jul-2021',2021,34844,7,16,
530,'17-Jul-2021',2021,37204,7,16,
531,'18-Jul-2021',2021,29001,7,16,
532,'19-Jul-2021',2021,17080,7,18,
533,'20-Jul-2021',2021,19096,7,18,
534,'21-Jul-2021',2021,19896,7,18,
535,'23-Jul-2021',2021,30605,7,26,
536,'24-Jul-2021',2021,33489,7,26,
537,'25-Jul-2021',2021,21947,7,26,
538,'03-Aug-2021',2021,18396,7,17,
539,'04-Aug-2021',2021,16828,7,17,
540,'05-Aug-2021',2021,19393,7,22,
541,'06-Aug-2021',2021,27804,7,22,
542,'07-Aug-2021',2021,31297,7,22,
543,'08-Aug-2021',2021,23740,7,22,
544,'16-Aug-2021',2021,15404,7,5,
545,'17-Aug-2021',2021,13989,7,5,
546,'18-Aug-2021',2021,16922,7,5,
547,'19-Aug-2021',2021,11581,7,15,
548,'20-Aug-2021',2021,19106,7,15,
549,'21-Aug-2021',2021,34433,7,15,
550,'22-Aug-2021',2021,17797,7,15,
551,'30-Aug-2021',2021,10773,7,26,
552,'01-Sep-2021',2021,10365,7,26,
553,'01-Sep-2021',2021,10892,7,26,
554,'03-Sep-2021',2021,19430,7,10,
555,'04-Sep-2021',2021,26962,7,10,
556,'05-Sep-2021',2021,23083,7,10,
557,'17-Sep-2021',2021,28926,7,14,
558,'18-Sep-2021',2021,29861,7,14,
559,'19-Sep-2021',2021,26621,7,14,
560,'20-Sep-2021',2021,17086,7,22,
561,'21-Sep-2021',2021,9475,7,22,
562,'23-Sep-2021',2021,11836,7,30,
563,'24-Sep-2021',2021,16021,7,30,
564,'25-Sep-2021',2021,18293,7,30,
565,'26-Sep-2021',2021,21328,7,30,
566,'27-Sep-2021',2021,11055,7,22,
567,'05-Apr-2021',2021,8914,8,12,
568,'07-Apr-2021',2021,5908,8,12,
569,'09-Apr-2021',2021,7775,8,10,
570,'10-Apr-2021',2021,7570,8,10,
571,'11-Apr-2021',2021,6859,8,10,
572,'20-Apr-2021',2021,4176,8,6,
573,'22-Apr-2021',2021,6380,8,19,
574,'23-Apr-2021',2021,8662,8,19,
575,'24-Apr-2021',2021,8817,8,19,
576,'25-Apr-2021',2021,8766,8,19,
577,'26-Apr-2021',2021,4555,8,17,
578,'27-Apr-2021',2021,6303,8,17,
579,'28-Apr-2021',2021,5903,8,17,
580,'07-May-2021',2021,7803,8,7,
581,'08-May-2021',2021,9968,8,7,
582,'11-May-2021',2021,8024,8,5,
583,'12-May-2021',2021,8589,8,5,
584,'21-May-2021',2021,11675,8,17,
585,'22-May-2021',2021,11505,8,17,
586,'23-May-2021',2021,9805,8,17,
587,'28-May-2021',2021,9198,8,29,
588,'30-May-2021',2021,0,8,29,
589,'30-May-2021',2021,11690,8,29,
590,'31-May-2021',2021,0,8,6,
591,'31-May-2021',2021,10726,8,6,
592,'01-Jun-2021',2021,7132,8,6,
593,'11-Jun-2021',2021,22970,8,24,
594,'12-Jun-2021',2021,20116,8,24,
595,'13-Jun-2021',2021,17371,8,24,
596,'14-Jun-2021',2021,11181,8,3,
597,'15-Jun-2021',2021,12025,8,3,
598,'16-Jun-2021',2021,12825,8,3,
599,'17-Jun-2021',2021,15121,8,3,
600,'28-Jun-2021',2021,13128,8,10,
601,'30-Jun-2021',2021,0,8,10,
602,'30-Jun-2021',2021,11627,8,10,
603,'01-Jul-2021',2021,13772,8,11,
604,'02-Jul-2021',2021,24337,8,11,
605,'03-Jul-2021',2021,24961,8,11,
606,'04-Jul-2021',2021,17412,8,11,
607,'08-Jul-2021',2021,13272,8,12,
608,'09-Jul-2021',2021,21395,8,12,
609,'10-Jul-2021',2021,24077,8,12,
610,'22-Jul-2021',2021,19338,8,27,
611,'23-Jul-2021',2021,23180,8,27,
612,'24-Jul-2021',2021,23324,8,27,
613,'25-Jul-2021',2021,18614,8,27,
614,'27-Jul-2021',2021,19480,8,26,
615,'28-Jul-2021',2021,19927,8,26,
616,'06-Aug-2021',2021,24485,8,10,
617,'07-Aug-2021',2021,24560,8,10,
