Gm#,Date,Season,Attendance,Home,Away,
1422,'23-Jul-2021',2021,28126,18,29,
1423,'24-Jul-2021',2021,29269,18,29,
1424,'25-Jul-2021',2021,23675,18,29,
1425,'26-Jul-2021',2021,0,18,2,
1426,'26-Jul-2021',2021,24384,18,2,
1427,'27-Jul-2021',2021,24000,18,2,
1428,'28-Jul-2021',2021,25787,18,2,
1429,'29-Jul-2021',2021,26080,18,2,
1430,'30-Jul-2021',2021,31787,18,7,
1431,'31-Jul-2021',2021,26477,18,7,
1432,'01-Aug-2021',2021,23443,18,7,
1433,'10-Aug-2021',2021,27261,18,30,
1434,'12-Aug-2021',2021,0,18,30,
1435,'12-Aug-2021',2021,25870,18,30,
1436,'13-Aug-2021',2021,38395,18,14,
1437,'14-Aug-2021',2021,38669,18,14,
1438,'15-Aug-2021',2021,31205,18,14,
1439,'24-Aug-2021',2021,28558,18,25,
1440,'25-Aug-2021',2021,24384,18,25,
1441,'26-Aug-2021',2021,25000,18,25,
1442,'27-Aug-2021',2021,20274,18,30,
1443,'28-Aug-2021',2021,27870,18,30,
1444,'29-Aug-2021',2021,24247,18,30,
1445,'31-Aug-2021',2021,18101,18,15,
1446,'02-Sep-2021',2021,23737,18,15,
1447,'10-Sep-2021',2021,37288,18,19,
1448,'11-Sep-2021',2021,43144,18,19,
1449,'12-Sep-2021',2021,33805,18,19,
1450,'13-Sep-2021',2021,19057,18,26,
1451,'14-Sep-2021',2021,21825,18,26,
1452,'15-Sep-2021',2021,21001,18,26,
1453,'17-Sep-2021',2021,26967,18,21,
1454,'18-Sep-2021',2021,33442,18,21,
1455,'19-Sep-2021',2021,24832,18,21,
1456,'28-Sep-2021',2021,0,18,15,
1457,'28-Sep-2021',2021,20647,18,15,
1458,'29-Sep-2021',2021,22610,18,15,
1459,'30-Sep-2021',2021,24312,18,15,
1460,'01-Apr-2021',2021,10850,19,29,
1461,'03-Apr-2021',2021,10107,19,29,
1462,'04-Apr-2021',2021,10066,19,29,
1463,'05-Apr-2021',2021,9008,19,3,
1464,'06-Apr-2021',2021,9404,19,3,
1465,'07-Apr-2021',2021,10254,19,3,
1466,'16-Apr-2021',2021,10202,19,27,
1467,'17-Apr-2021',2021,10583,19,27,
1468,'18-Apr-2021',2021,10606,19,27,
1469,'20-Apr-2021',2021,10017,19,2,
1470,'21-Apr-2021',2021,9634,19,2,
1471,'30-Apr-2021',2021,9523,19,10,
1472,'01-May-2021',2021,10015,19,10,
1473,'02-May-2021',2021,10021,19,10,
1474,'04-May-2021',2021,10850,19,11,
1475,'05-May-2021',2021,9895,19,11,
1476,'06-May-2021',2021,10042,19,11,
1477,'07-May-2021',2021,10010,19,30,
1478,'08-May-2021',2021,10850,19,30,
1479,'09-May-2021',2021,10092,19,30,
1480,'21-May-2021',2021,14011,19,6,
1481,'22-May-2021',2021,14665,19,6,
1482,'23-May-2021',2021,14007,19,6,
1483,'25-May-2021',2021,12025,19,29,
1484,'27-May-2021',2021,0,19,29,
1485,'27-May-2021',2021,14056,19,29,
1486,'31-May-2021',2021,17008,19,27,
1487,'01-Jun-2021',2021,12537,19,27,
1488,'02-Jun-2021',2021,13824,19,27,
1489,'03-Jun-2021',2021,12614,19,27,
1490,'04-Jun-2021',2021,18040,19,4,
1491,'05-Jun-2021',2021,20019,19,4,
1492,'06-Jun-2021',2021,19103,19,4,
1493,'18-Jun-2021',2021,24037,19,20,
1494,'19-Jun-2021',2021,23985,19,20,
1495,'20-Jun-2021',2021,27807,19,20,
1496,'22-Jun-2021',2021,21130,19,12,
1497,'23-Jun-2021',2021,25032,19,12,
1498,'24-Jun-2021',2021,21350,19,12,
1499,'28-Jun-2021',2021,25054,19,13,
1500,'29-Jun-2021',2021,23152,19,13,
1501,'30-Jun-2021',2021,30714,19,13,
1502,'03-Jul-2021',2021,40047,19,18,
1503,'04-Jul-2021',2021,42714,19,18,
1504,'04-Jul-2021',2021,42107,19,18,
1505,'16-Jul-2021',2021,40130,19,4,
1506,'17-Jul-2021',2021,37095,19,4,
1507,'18-Jul-2021',2021,40309,19,4,
1508,'20-Jul-2021',2021,36106,19,21,
1509,'21-Jul-2021',2021,34112,19,21,
1510,'02-Aug-2021',2021,28879,19,3,
1511,'03-Aug-2021',2021,30815,19,3,
1512,'04-Aug-2021',2021,30055,19,3,
1513,'05-Aug-2021',2021,33211,19,24,
1514,'06-Aug-2021',2021,43180,19,24,
1515,'07-Aug-2021',2021,35165,19,24,
1516,'08-Aug-2021',2021,35437,19,24,
1517,'16-Aug-2021',2021,37010,19,13,
1518,'17-Aug-2021',2021,39078,19,4,
1519,'17-Aug-2021',2021,35237,19,4,
1520,'18-Aug-2021',2021,39166,19,4,
1521,'19-Aug-2021',2021,30019,19,17,
1522,'20-Aug-2021',2021,39124,19,17,
1523,'21-Aug-2021',2021,35247,19,17,
1524,'03-Sep-2021',2021,34085,19,3,
1525,'04-Sep-2021',2021,34571,19,3,
1526,'05-Sep-2021',2021,33091,19,3,
1527,'06-Sep-2021',2021,31196,19,29,
1528,'07-Sep-2021',2021,30164,19,29,
1529,'08-Sep-2021',2021,25873,19,29,
1530,'09-Sep-2021',2021,30112,19,29,
1531,'13-Sep-2021',2021,31528,19,17,
1532,'17-Sep-2021',2021,31403,19,8,
1533,'18-Sep-2021',2021,39088,19,8,
1534,'19-Sep-2021',2021,34110,19,8,
1535,'20-Sep-2021',2021,22160,19,28,
1536,'21-Sep-2021',2021,23335,19,28,
1537,'22-Sep-2021',2021,25170,19,28,
1538,'01-Oct-2021',2021,41469,19,27,
1539,'02-Oct-2021',2021,41648,19,27,
1540,'03-Oct-2021',2021,40409,19,27,
1541,'01-Apr-2021',2021,10436,20,11,
1542,'02-Apr-2021',2021,5446,20,11,
1543,'03-Apr-2021',2021,5803,20,11,
1544,'04-Apr-2021',2021,4504,20,11,
1545,'05-Apr-2021',2021,6653,20,14,
1546,'06-Apr-2021',2021,7672,20,14,
1547,'07-Apr-2021',2021,8131,20,14,
1548,'15-Apr-2021',2021,3004,20,10,
1549,'16-Apr-2021',2021,4538,20,10,
1550,'17-Apr-2021',2021,6931,20,10,
1551,'18-Apr-2021',2021,6917,20,10,
1552,'20-Apr-2021',2021,0,20,17,
1553,'20-Apr-2021',2021,3322,20,17,
1554,'21-Apr-2021',2021,3405,20,17,
1555,'30-Apr-2021',2021,5777,20,3,
1556,'01-May-2021',2021,6469,20,3,
1557,'02-May-2021',2021,5862,20,3,
1558,'03-May-2021',2021,2944,20,29,
1559,'04-May-2021',2021,2970,20,29,
1560,'05-May-2021',2021,2893,20,29,
1561,'06-May-2021',2021,3611,20,29,
1562,'07-May-2021',2021,5058,20,27,
1563,'08-May-2021',2021,7707,20,27,
1564,'09-May-2021',2021,6911,20,27,
1565,'18-May-2021',2021,4838,20,11,
1566,'19-May-2021',2021,3925,20,11,
1567,'20-May-2021',2021,4562,20,11,
1568,'24-May-2021',2021,3019,20,24,
1569,'25-May-2021',2021,2865,20,24,
1570,'26-May-2021',2021,3571,20,24,
1571,'27-May-2021',2021,5487,20,13,
1572,'28-May-2021',2021,8757,20,13,
1573,'29-May-2021',2021,9433,20,13,
1574,'30-May-2021',2021,10029,20,13,
1575,'08-Jun-2021',2021,3695,20,1,
1576,'09-Jun-2021',2021,4090,20,1,
1577,'10-Jun-2021',2021,3211,20,12,
1578,'11-Jun-2021',2021,6964,20,12,
1579,'12-Jun-2021',2021,7678,20,12,
1580,'13-Jun-2021',2021,7060,20,12,
1581,'14-Jun-2021',2021,4102,20,13,
1582,'15-Jun-2021',2021,4942,20,13,
1583,'16-Jun-2021',2021,6228,20,13,
1584,'29-Jun-2021',2021,4739,20,28,
1585,'30-Jun-2021',2021,4320,20,28,
1586,'01-Jul-2021',2021,5182,20,28,
1587,'02-Jul-2021',2021,32304,20,4,
1588,'03-Jul-2021',2021,16297,20,4,
1589,'04-Jul-2021',2021,13070,20,4,
1590,'16-Jul-2021',2021,12361,20,8,
1591,'17-Jul-2021',2021,11374,20,8,
1592,'18-Jul-2021',2021,8572,20,8,
1593,'19-Jul-2021',2021,14856,20,13,
1594,'20-Jul-2021',2021,9154,20,13,
1595,'03-Aug-2021',2021,11985,20,23,
1596,'04-Aug-2021',2021,10648,20,23,
1597,'06-Aug-2021',2021,9022,20,28,
1598,'07-Aug-2021',2021,10082,20,28,
1599,'08-Aug-2021',2021,9548,20,28,
1600,'20-Aug-2021',2021,40133,20,25,
1601,'21-Aug-2021',2021,36230,20,25,
1602,'22-Aug-2021',2021,30345,20,25,
1603,'23-Aug-2021',2021,4140,20,24,
1604,'24-Aug-2021',2021,4508,20,24,
1605,'26-Aug-2021',2021,8147,20,19,
1606,'27-Aug-2021',2021,22463,20,19,
1607,'28-Aug-2021',2021,18337,20,19,
1608,'29-Aug-2021',2021,18468,20,19,
1609,'07-Sep-2021',2021,4556,20,6,
1610,'08-Sep-2021',2021,8147,20,6,
1611,'09-Sep-2021',2021,5078,20,6,
1612,'10-Sep-2021',2021,7157,20,28,
1613,'11-Sep-2021',2021,7945,20,28,
1614,'12-Sep-2021',2021,6983,20,28,
1615,'20-Sep-2021',2021,4068,20,24,
1616,'21-Sep-2021',2021,4246,20,24,
1617,'22-Sep-2021',2021,4149,20,24,
1618,'23-Sep-2021',2021,4966,20,24,
1619,'24-Sep-2021',2021,21105,20,11,
1620,'25-Sep-2021',2021,13037,20,11,
1621,'26-Sep-2021',2021,12288,20,11,
1622,'07-Apr-2021',2021,44365,21,7,
1623,'08-Apr-2021',2021,44526,21,7,
1624,'09-Apr-2021',2021,39129,21,7,
1625,'10-Apr-2021',2021,28642,21,15,
1626,'11-Apr-2021',2021,43444,21,15,
1627,'12-Apr-2021',2021,29584,21,15,
1628,'20-Apr-2021',2021,35062,21,9,
1629,'21-Apr-2021',2021,43261,21,9,
1630,'22-Apr-2021',2021,41939,21,9,
1631,'23-Apr-2021',2021,44618,21,9,
1632,'25-Apr-2021',2021,42323,21,24,
1633,'26-Apr-2021',2021,32641,21,24,
1634,'27-Apr-2021',2021,31543,21,24,
1635,'05-May-2021',2021,43322,21,4,
1636,'06-May-2021',2021,43832,21,4,
1637,'07-May-2021',2021,44669,21,4,
1638,'09-May-2021',2021,44544,21,29,
1639,'10-May-2021',2021,31758,21,29,
1640,'19-May-2021',2021,42110,21,5,
1641,'20-May-2021',2021,42508,21,5,
1642,'21-May-2021',2021,44108,21,5,
1643,'22-May-2021',2021,34040,21,1,
1644,'23-May-2021',2021,33420,21,1,
1645,'24-May-2021',2021,41544,21,1,
1646,'05-Jun-2021',2021,33196,21,10,
1647,'06-Jun-2021',2021,36664,21,10,
1648,'08-Jun-2021',2021,29028,21,10,
1649,'09-Jun-2021',2021,42364,21,14,
1650,'10-Jun-2021',2021,44385,21,14,
1651,'11-Jun-2021',2021,44287,21,14,
1652,'20-Jun-2021',2021,37746,21,2,
1653,'22-Jun-2021',2021,39570,21,2,
1654,'23-Jun-2021',2021,35093,21,18,
1655,'24-Jun-2021',2021,43586,21,18,
1656,'25-Jun-2021',2021,42901,21,18,
1657,'30-Jun-2021',2021,44261,21,30,
1658,'01-Jul-2021',2021,42784,21,30,
1659,'02-Jul-2021',2021,41531,21,30,
1660,'14-Jul-2021',2021,44028,21,23,
1661,'15-Jul-2021',2021,43712,21,23,
1662,'15-Jul-2021',2021,33132,21,23,
1663,'16-Jul-2021',2021,37204,21,23,
1664,'18-Jul-2021',2021,35302,21,16,
1665,'19-Jul-2021',2021,33753,21,16,
1666,'20-Jul-2021',2021,38276,21,16,
1667,'24-Jul-2021',2021,44043,21,3,
1668,'25-Jul-2021',2021,37200,21,3,
1669,'26-Jul-2021',2021,40235,21,3,
1670,'04-Aug-2021',2021,36510,21,12,
1671,'05-Aug-2021',2021,42326,21,12,
1672,'06-Aug-2021',2021,43112,21,12,
1673,'08-Aug-2021',2021,0,21,30,
1674,'08-Aug-2021',2021,40264,21,30,
1675,'09-Aug-2021',2021,30406,21,30,
1676,'10-Aug-2021',2021,30113,21,30,
1677,'11-Aug-2021',2021,33071,21,17,
1678,'12-Aug-2021',2021,40117,21,17,
1679,'13-Aug-2021',2021,40111,21,17,
1680,'21-Aug-2021',2021,36274,21,25,
1681,'22-Aug-2021',2021,40420,21,25,
1682,'23-Aug-2021',2021,33035,21,25,
1683,'25-Aug-2021',2021,34118,21,26,
1684,'26-Aug-2021',2021,44097,21,26,
1685,'27-Aug-2021',2021,41141,21,26,
1686,'28-Aug-2021',2021,38142,21,13,
1687,'29-Aug-2021',2021,36096,21,13,
1688,'30-Aug-2021',2021,34655,21,13,
1689,'08-Sep-2021',2021,40190,21,15,
1690,'09-Sep-2021',2021,40899,21,15,
1691,'10-Sep-2021',2021,40894,21,15,
1692,'11-Sep-2021',2021,30572,21,2,
1693,'11-Sep-2021',2021,27025,21,2,
1694,'12-Sep-2021',2021,28683,21,2,
1695,'13-Sep-2021',2021,31133,21,2,
1696,'21-Sep-2021',2021,30116,21,18,
1697,'22-Sep-2021',2021,38795,21,18,
1698,'23-Sep-2021',2021,40388,21,18,
1699,'24-Sep-2021',2021,41139,21,18,
1700,'26-Sep-2021',2021,32116,21,22,
1701,'27-Sep-2021',2021,31388,21,22,
1702,'28-Sep-2021',2021,34046,21,22,
1703,'08-Apr-2021',2021,7749,22,5,
1704,'10-Apr-2021',2021,7052,22,5,
1705,'11-Apr-2021',2021,6851,22,5,
1706,'12-Apr-2021',2021,4068,22,23,
1707,'13-Apr-2021',2021,4814,22,23,
1708,'14-Apr-2021',2021,5228,22,23,
1709,'15-Apr-2021',2021,4023,22,23,
1710,'27-Apr-2021',2021,5510,22,12,
1711,'28-Apr-2021',2021,4226,22,12,
1712,'30-Apr-2021',2021,5953,22,26,
1713,'01-May-2021',2021,7331,22,26,
1714,'02-May-2021',2021,7343,22,26,
1715,'10-May-2021',2021,4065,22,7,
1716,'11-May-2021',2021,4049,22,7,
1717,'12-May-2021',2021,4515,22,7,
1718,'13-May-2021',2021,4099,22,25,
1719,'14-May-2021',2021,6743,22,25,
1720,'15-May-2021',2021,7833,22,25,
1721,'16-May-2021',2021,7356,22,25,
1722,'25-May-2021',2021,6750,22,5,
1723,'26-May-2021',2021,5660,22,5,
1724,'27-May-2021',2021,7202,22,5,
1725,'29-May-2021',2021,5279,22,9,
1726,'29-May-2021',2021,7183,22,9,
1727,'30-May-2021',2021,7917,22,9,
1728,'03-Jun-2021',2021,4192,22,15,
1729,'04-Jun-2021',2021,8044,22,15,
1730,'05-Jun-2021',2021,8714,22,15,
1731,'06-Jun-2021',2021,5477,22,15,
1732,'08-Jun-2021',2021,9047,22,14,
1733,'09-Jun-2021',2021,10957,22,14,
1734,'10-Jun-2021',2021,9396,22,14,
1735,'18-Jun-2021',2021,16965,22,8,
1736,'19-Jun-2021',2021,16830,22,8,
1737,'20-Jun-2021',2021,16582,22,8,
1738,'22-Jun-2021',2021,9847,22,6,
1739,'23-Jun-2021',2021,10406,22,6,
1740,'01-Jul-2021',2021,11074,22,16,
1741,'02-Jul-2021',2021,15421,22,16,
1742,'03-Jul-2021',2021,17451,22,16,
1743,'04-Jul-2021',2021,12527,22,16,
1744,'05-Jul-2021',2021,11600,22,2,
1745,'06-Jul-2021',2021,10844,22,2,
1746,'07-Jul-2021',2021,10094,22,2,
1747,'16-Jul-2021',2021,18119,22,18,
1748,'17-Jul-2021',2021,27222,22,18,
1749,'18-Jul-2021',2021,17837,22,18,
1750,'27-Jul-2021',2021,10618,22,16,
1751,'28-Jul-2021',2021,10204,22,16,
1752,'29-Jul-2021',2021,10503,22,16,
1753,'30-Jul-2021',2021,20591,22,21,
1754,'31-Jul-2021',2021,32071,22,21,
1755,'01-Aug-2021',2021,17875,22,21,
1756,'10-Aug-2021',2021,10056,22,26,
1757,'11-Aug-2021',2021,8548,22,26,
1758,'12-Aug-2021',2021,8676,22,26,
1759,'14-Aug-2021',2021,16991,22,16,
1760,'14-Aug-2021',2021,24081,22,16,
1761,'15-Aug-2021',2021,12001,22,16,
1762,'23-Aug-2021',2021,8596,22,1,
1763,'24-Aug-2021',2021,8478,22,1,
1764,'25-Aug-2021',2021,8357,22,1,
1765,'26-Aug-2021',2021,8618,22,26,
1766,'27-Aug-2021',2021,12662,22,26,
1767,'28-Aug-2021',2021,20043,22,26,
1768,'29-Aug-2021',2021,10290,22,26,
1769,'06-Sep-2021',2021,11141,22,10,
1770,'07-Sep-2021',2021,8329,22,10,
1771,'08-Sep-2021',2021,8382,22,10,
1772,'10-Sep-2021',2021,11808,22,30,
1773,'11-Sep-2021',2021,17993,22,30,
1774,'12-Sep-2021',2021,9714,22,30,
1775,'14-Sep-2021',2021,8896,22,7,
1776,'15-Sep-2021',2021,9320,22,7,
1777,'16-Sep-2021',2021,9102,22,7,
1778,'28-Sep-2021',2021,9218,22,5,
1779,'29-Sep-2021',2021,9236,22,5,
1780,'30-Sep-2021',2021,10152,22,5,
1781,'01-Oct-2021',2021,13582,22,7,
1782,'02-Oct-2021',2021,22910,22,7,
1783,'03-Oct-2021',2021,13011,22,7,
1784,'01-Apr-2021',2021,10350,23,1,
1785,'02-Apr-2021',2021,10350,23,1,
1786,'03-Apr-2021',2021,10350,23,1,
1787,'04-Apr-2021',2021,10350,23,1,
1788,'05-Apr-2021',2021,10350,23,25,
1789,'06-Apr-2021',2021,10350,23,25,
1790,'07-Apr-2021',2021,10350,23,25,
1791,'16-Apr-2021',2021,15250,23,14,
1792,'17-Apr-2021',2021,15250,23,14,
1793,'18-Apr-2021',2021,15250,23,14,
1794,'19-Apr-2021',2021,15250,23,16,
1795,'20-Apr-2021',2021,15250,23,16,
1796,'21-Apr-2021',2021,15250,23,16,
1797,'30-Apr-2021',2021,15250,23,25,
1798,'01-May-2021',2021,15250,23,25,
1799,'02-May-2021',2021,15250,23,25,
1800,'03-May-2021',2021,15250,23,22,
1801,'04-May-2021',2021,15250,23,22,
1802,'05-May-2021',2021,15250,23,22,
1803,'14-May-2021',2021,15250,23,26,
1804,'15-May-2021',2021,15250,23,26,
1805,'16-May-2021',2021,15250,23,26,
1806,'17-May-2021',2021,15250,23,9,
1807,'18-May-2021',2021,15250,23,9,
1808,'19-May-2021',2021,15250,23,9,
1809,'21-May-2021',2021,15250,23,24,
1810,'22-May-2021',2021,15250,23,24,
1811,'23-May-2021',2021,15250,23,24,
1812,'03-Jun-2021',2021,15250,23,18,
1813,'04-Jun-2021',2021,16268,23,18,
1814,'05-Jun-2021',2021,16644,23,18,
1815,'06-Jun-2021',2021,16120,23,18,
1816,'07-Jun-2021',2021,16045,23,5,
1817,'08-Jun-2021',2021,16207,23,5,
1818,'09-Jun-2021',2021,16482,23,5,
1819,'17-Jun-2021',2021,40362,23,7,
1820,'18-Jun-2021',2021,33456,23,7,
1821,'19-Jun-2021',2021,38765,23,7,
1822,'20-Jun-2021',2021,38004,23,7,
1823,'21-Jun-2021',2021,42220,23,14,
1824,'22-Jun-2021',2021,42667,23,14,
1825,'23-Jun-2021',2021,43691,23,14,
1826,'25-Jun-2021',2021,32583,23,1,
1827,'26-Jun-2021',2021,40557,23,1,
1828,'27-Jun-2021',2021,34905,23,1,
1829,'05-Jul-2021',2021,33168,23,30,
1830,'06-Jul-2021',2021,29977,23,30,
1831,'07-Jul-2021',2021,26353,23,30,
1832,'08-Jul-2021',2021,29434,23,30,
1833,'09-Jul-2021',2021,34953,23,9,
1834,'10-Jul-2021',2021,42351,23,9,
1835,'11-Jul-2021',2021,38235,23,9,
1836,'27-Jul-2021',2021,40162,23,20,
1837,'28-Jul-2021',2021,35351,23,20,
1838,'29-Jul-2021',2021,31884,23,9,
1839,'30-Jul-2021',2021,38686,23,9,
1840,'31-Jul-2021',2021,44144,23,9,
1841,'01-Aug-2021',2021,36247,23,9,
1842,'06-Aug-2021',2021,34038,23,1,
1843,'07-Aug-2021',2021,39134,23,1,
1844,'08-Aug-2021',2021,30989,23,1,
1845,'09-Aug-2021',2021,26841,23,15,
1846,'10-Aug-2021',2021,32060,23,15,
1847,'11-Aug-2021',2021,29753,23,15,
1848,'20-Aug-2021',2021,40927,23,21,
1849,'21-Aug-2021',2021,43383,23,21,
1850,'22-Aug-2021',2021,38548,23,21,
1851,'24-Aug-2021',2021,41676,23,14,
1852,'25-Aug-2021',2021,41765,23,14,
1853,'26-Aug-2021',2021,43383,23,14,
1854,'03-Sep-2021',2021,37033,23,11,
1855,'04-Sep-2021',2021,35338,23,11,
1856,'05-Sep-2021',2021,35007,23,11,
1857,'07-Sep-2021',2021,34405,23,13,
1858,'08-Sep-2021',2021,34537,23,13,
1859,'21-Sep-2021',2021,36439,23,25,
1860,'22-Sep-2021',2021,38189,23,25,
1861,'23-Sep-2021',2021,31049,23,25,
1862,'24-Sep-2021',2021,33265,23,2,
1863,'25-Sep-2021',2021,39026,23,2,
1864,'26-Sep-2021',2021,41294,23,2,
1865,'01-Apr-2021',2021,8174,24,25,
1866,'02-Apr-2021',2021,8392,24,25,
1867,'03-Apr-2021',2021,8651,24,25,
1868,'05-Apr-2021',2021,6436,24,6,
1869,'06-Apr-2021',2021,7980,24,6,
1870,'07-Apr-2021',2021,7429,24,6,
1871,'16-Apr-2021',2021,8967,24,11,
1872,'17-Apr-2021',2021,8960,24,11,
1873,'18-Apr-2021',2021,8959,24,11,
1874,'19-Apr-2021',2021,8999,24,14,
1875,'20-Apr-2021',2021,8998,24,14,
1876,'30-Apr-2021',2021,8632,24,13,
1877,'01-May-2021',2021,8993,24,13,
1878,'02-May-2021',2021,9000,24,13,
1879,'03-May-2021',2021,5776,24,3,
1880,'04-May-2021',2021,6504,24,3,
1881,'05-May-2021',2021,6742,24,3,
1882,'13-May-2021',2021,9880,24,8,
1883,'14-May-2021',2021,10014,24,8,
1884,'15-May-2021',2021,10311,24,8,
1885,'16-May-2021',2021,10287,24,8,
1886,'17-May-2021',2021,7201,24,10,
1887,'18-May-2021',2021,6883,24,10,
1888,'19-May-2021',2021,8462,24,10,
1889,'27-May-2021',2021,9008,24,28,
1890,'28-May-2021',2021,10605,24,28,
1891,'29-May-2021',2021,11071,24,28,
1892,'30-May-2021',2021,11198,24,28,
1893,'31-May-2021',2021,11112,24,20,
1894,'01-Jun-2021',2021,9160,24,20,
1895,'02-Jun-2021',2021,9588,24,20,
1896,'14-Jun-2021',2021,9185,24,17,
1897,'15-Jun-2021',2021,7669,24,17,
1898,'16-Jun-2021',2021,8098,24,17,
1899,'17-Jun-2021',2021,9092,24,27,
1900,'18-Jun-2021',2021,12654,24,27,
1901,'19-Jun-2021',2021,14772,24,27,
1902,'20-Jun-2021',2021,18172,24,27,
1903,'22-Jun-2021',2021,12879,24,9,
1904,'23-Jun-2021',2021,11141,24,9,
1905,'02-Jul-2021',2021,28638,24,28,
1906,'03-Jul-2021',2021,16046,24,28,
1907,'04-Jul-2021',2021,15146,24,28,
1908,'06-Jul-2021',2021,16547,24,19,
1909,'07-Jul-2021',2021,17205,24,19,
1910,'08-Jul-2021',2021,17524,24,19,
1911,'09-Jul-2021',2021,20381,24,13,
1912,'10-Jul-2021',2021,27353,24,13,
1913,'11-Jul-2021',2021,23348,24,13,
1914,'22-Jul-2021',2021,18553,24,20,
1915,'23-Jul-2021',2021,21312,24,20,
1916,'24-Jul-2021',2021,30843,24,20,
1917,'25-Jul-2021',2021,21501,24,20,
1918,'26-Jul-2021',2021,15162,24,11,
1919,'27-Jul-2021',2021,18930,24,11,
1920,'28-Jul-2021',2021,18908,24,11,
1921,'10-Aug-2021',2021,15412,24,28,
1922,'11-Aug-2021',2021,15789,24,28,
1923,'12-Aug-2021',2021,14031,24,28,
1924,'13-Aug-2021',2021,28207,24,29,
1925,'14-Aug-2021',2021,26020,24,29,
1926,'15-Aug-2021',2021,22679,24,29,
1927,'26-Aug-2021',2021,16882,24,12,
1928,'27-Aug-2021',2021,22953,24,12,
1929,'28-Aug-2021',2021,24575,24,12,
1930,'29-Aug-2021',2021,20044,24,12,
1931,'30-Aug-2021',2021,11630,24,11,
1932,'31-Aug-2021',2021,10452,24,11,
1933,'01-Sep-2021',2021,10519,24,11,
1934,'10-Sep-2021',2021,14379,24,1,
1935,'11-Sep-2021',2021,15483,24,1,
1936,'12-Sep-2021',2021,13551,24,1,
1937,'13-Sep-2021',2021,18219,24,4,
1938,'14-Sep-2021',2021,19887,24,4,
1939,'15-Sep-2021',2021,17860,24,4,
1940,'27-Sep-2021',2021,11169,24,20,
1941,'28-Sep-2021',2021,12635,24,20,
1942,'29-Sep-2021',2021,17366,24,20,
1943,'01-Oct-2021',2021,44169,24,13,
1944,'02-Oct-2021',2021,44414,24,13,
1945,'03-Oct-2021',2021,44229,24,13,
1946,'09-Apr-2021',2021,7390,25,9,
1947,'10-Apr-2021',2021,6176,25,9,
1948,'11-Apr-2021',2021,6560,25,9,
1949,'12-Apr-2021',2021,3662,25,7,
1950,'13-Apr-2021',2021,3673,25,7,
1951,'14-Apr-2021',2021,6409,25,7,
1952,'22-Apr-2021',2021,4580,25,15,
1953,'23-Apr-2021',2021,6657,25,15,
1954,'24-Apr-2021',2021,8282,25,15,
1955,'25-Apr-2021',2021,7572,25,15,
1956,'26-Apr-2021',2021,4129,25,9,
1957,'27-Apr-2021',2021,5595,25,9,
1958,'28-Apr-2021',2021,6163,25,9,
1959,'07-May-2021',2021,9219,25,23,
1960,'08-May-2021',2021,9764,25,23,
1961,'09-May-2021',2021,10008,25,23,
1962,'10-May-2021',2021,7450,25,28,
1963,'11-May-2021',2021,7268,25,28,
1964,'21-May-2021',2021,12753,25,14,
1965,'22-May-2021',2021,13660,25,14,
1966,'23-May-2021',2021,13346,25,14,
1967,'31-May-2021',2021,13144,25,13,
1968,'01-Jun-2021',2021,10546,25,13,
1969,'03-Jun-2021',2021,10737,25,5,
1970,'04-Jun-2021',2021,11524,25,5,
1971,'05-Jun-2021',2021,12792,25,5,
1972,'06-Jun-2021',2021,14089,25,5,
1973,'14-Jun-2021',2021,9906,25,1,
1974,'15-Jun-2021',2021,9867,25,1,
1975,'16-Jun-2021',2021,11004,25,1,
1976,'17-Jun-2021',2021,13144,25,1,
1977,'18-Jun-2021',2021,16170,25,21,
1978,'19-Jun-2021',2021,16774,25,21,
1979,'20-Jun-2021',2021,18265,25,21,
1980,'25-Jun-2021',2021,36928,25,20,
1981,'26-Jun-2021',2021,33168,25,20,
1982,'27-Jun-2021',2021,35920,25,20,
1983,'05-Jul-2021',2021,32644,25,26,
1984,'06-Jul-2021',2021,18785,25,26,
1985,'07-Jul-2021',2021,19067,25,26,
1986,'09-Jul-2021',2021,27345,25,30,
1987,'10-Jul-2021',2021,25901,25,30,
1988,'11-Jul-2021',2021,26639,25,30,
1989,'23-Jul-2021',2021,26579,25,22,
1990,'24-Jul-2021',2021,30780,25,22,
1991,'25-Jul-2021',2021,30303,25,22,
1992,'27-Jul-2021',2021,32878,25,14,
1993,'28-Jul-2021',2021,33728,25,14,
1994,'29-Jul-2021',2021,35136,25,14,
1995,'30-Jul-2021',2021,28020,25,11,
1996,'31-Jul-2021',2021,27324,25,11,
1997,'01-Aug-2021',2021,29655,25,11,
1998,'10-Aug-2021',2021,23802,25,1,
1999,'11-Aug-2021',2021,20037,25,1,
2000,'12-Aug-2021',2021,24295,25,9,
2001,'13-Aug-2021',2021,36126,25,9,
2002,'14-Aug-2021',2021,32282,25,9,
2003,'15-Aug-2021',2021,33337,25,9,
2004,'16-Aug-2021',2021,23511,25,18,
2005,'17-Aug-2021',2021,23610,25,18,
2006,'18-Aug-2021',2021,25360,25,18,
2007,'30-Aug-2021',2021,23154,25,16,
2008,'31-Aug-2021',2021,20897,25,16,
2009,'01-Sep-2021',2021,21189,25,16,
2010,'02-Sep-2021',2021,21023,25,16,
2011,'03-Sep-2021',2021,39338,25,14,
